,subjFloor,floorLv,unitNo,price,npsf,nfa
13.0/F低層A,13.0,低層,A,5222511,13089,399
39.0/F中層A,39.0,中層,A,5611536,14064,399
76.0/F高層A,76.0,高層,A,,,
13.0/F低層B,13.0,低層,B,5151090,12910,399
39.0/F中層B,39.0,中層,B,5678568,14232,399
76.0/F高層B,76.0,高層,B,,,
13.0/F低層C,13.0,低層,C,5921616,12986,456
39.0/F中層C,39.0,中層,C,6444648,14133,456
76.0/F高層C,76.0,高層,C,,,
13.0/F低層D,13.0,低層,D,4923000,13128,375
39.0/F中層D,39.0,中層,D,5348250,14262,375
76.0/F高層D,76.0,高層,D,,,
13.0/F低層E,13.0,低層,E,4713140,11932,395
39.0/F中層E,39.0,中層,E,5254290,13302,395
76.0/F高層E,76.0,高層,E,,,
13.0/F低層F,13.0,低層,F,4976605,12599,395
39.0/F中層F,39.0,中層,F,5574635,14113,395
76.0/F高層F,76.0,高層,F,,,
13.0/F低層G,13.0,低層,G,4988250,13302,375
39.0/F中層G,39.0,中層,G,5413875,14437,375
76.0/F高層G,76.0,高層,G,,,
13.0/F低層H,13.0,低層,H,5688600,12475,456
39.0/F中層H,39.0,中層,H,6353448,13933,456
76.0/F高層H,76.0,高層,H,,,
