,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,6289960,9388,670,190,2,KYMT
8.0/F中層A,8.0,中層,A,6482250,9675,670,202,2,KYMT
12.0/F高層A,12.0,高層,A,6666500,9950,670,205,2,KYMT
4.0/F低層A-C,4.0,低層,A-C,,,,,,KYMT
8.0/F中層A-C,8.0,中層,A-C,,,,,,KYMT
12.0/F高層A-C,12.0,高層,A-C,,,,,,KYMT
4.0/F低層ABC,4.0,低層,ABC,,,,,,KYMT
8.0/F中層ABC,8.0,中層,ABC,,,,,,KYMT
12.0/F高層ABC,12.0,高層,ABC,,,,,,KYMT
4.0/F低層B,4.0,低層,B,9455440,7240,1306,83,1,KYMT
8.0/F中層B,8.0,中層,B,6918474,7989,866,113,1,KYMT
12.0/F高層B,12.0,高層,B,7115922,8217,866,107,1,KYMT
4.0/F低層C,4.0,低層,C,5497272,8712,631,141,2,KYMT
8.0/F中層C,8.0,中層,C,5390190,9214,585,196,2,KYMT
12.0/F高層C,12.0,高層,C,5493735,9391,585,137,2,KYMT
4.0/F低層D,4.0,低層,D,,,,,,KYMT
8.0/F中層D,8.0,中層,D,,,,,,KYMT
12.0/F高層D,12.0,高層,D,,,,,,KYMT
