,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,4339200,8475,512,46,1,KCSW
8.0/F中層A,8.0,中層,A,4397568,8589,512,48,1,KCSW
11.0/F高層A,11.0,高層,A,4485120,8760,512,51,1,KCSW
6.0/F低層B,6.0,低層,B,5706367,8479,673,65,1,KCSW
8.0/F中層B,8.0,中層,B,5783089,8593,673,67,1,KCSW
11.0/F高層B,11.0,高層,B,5898172,8764,673,70,1,KCSW
6.0/F低層C,6.0,低層,C,4706622,8214,573,54,1,KCSW
8.0/F中層C,8.0,中層,C,4770225,8325,573,56,1,KCSW
11.0/F高層C,11.0,高層,C,4864770,8490,573,59,1,KCSW
6.0/F低層D,6.0,低層,D,6630593,8713,761,61,1,KCSW
8.0/F中層D,8.0,中層,D,6719630,8830,761,63,1,KCSW
11.0/F高層D,11.0,高層,D,6852805,9005,761,66,1,KCSW
6.0/F低層F,6.0,低層,F,5881560,8524,690,66,1,KCSW
8.0/F中層F,8.0,中層,F,5960910,8639,690,68,1,KCSW
11.0/F高層F,11.0,高層,F,6079590,8811,690,71,1,KCSW
6.0/F低層G,6.0,低層,G,5881560,8524,690,100,1,KCSW
8.0/F中層G,8.0,中層,G,5960910,8639,690,103,1,KCSW
11.0/F高層G,11.0,高層,G,6079590,8811,690,107,1,KCSW
6.0/F低層H,6.0,低層,H,4339200,8475,512,46,1,KCSW
8.0/F中層H,8.0,中層,H,4397568,8589,512,48,1,KCSW
11.0/F高層H,11.0,高層,H,4485120,8760,512,51,1,KCSW
