,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6090650,9050,673,357,3,NTM
14.0/F中層A,14.0,中層,A,8193796,9269,884,377,3,NTM
22.0/F高層A,22.0,高層,A,8484336,9576,886,362,3,NTM
6.0/F低層B,6.0,低層,B,7926822,9018,879,363,3,NTM
14.0/F中層B,14.0,中層,B,6685197,9731,687,370,3,NTM
22.0/F高層B,22.0,高層,B,8960651,10171,881,443,3,NTM
6.0/F低層C,6.0,低層,C,7840680,8920,879,418,3,NTM
14.0/F中層C,14.0,中層,C,7040376,10248,687,360,3,NTM
22.0/F高層C,22.0,高層,C,7311741,10643,687,348,3,NTM
6.0/F低層D,6.0,低層,D,7980752,9028,884,363,3,NTM
14.0/F中層D,14.0,中層,D,8245952,9328,884,375,3,NTM
22.0/F高層D,22.0,高層,D,8640272,9752,886,368,3,NTM
