,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層1,5.0,低層,1,4071282,19114,213,362,4,NST
14.0/F中層1,14.0,中層,1,3821859,17943,213,338,3,NST
23.0/F高層1,23.0,高層,1,3946038,18526,213,355,4,NST
5.0/F低層2,5.0,低層,2,4584090,17430,263,324,4,NST
14.0/F中層2,14.0,中層,2,4015747,15269,263,330,4,NST
23.0/F高層2,23.0,高層,2,4601185,17495,263,323,4,NST
5.0/F低層3,5.0,低層,3,4528398,16527,274,319,4,NST
14.0/F中層3,14.0,中層,3,4104794,14981,274,331,4,NST
23.0/F高層3,23.0,高層,3,4257412,15538,274,331,4,NST
5.0/F低層4,5.0,低層,4,4071282,19114,213,362,4,NST
14.0/F中層4,14.0,中層,4,3867867,18159,213,359,4,NST
23.0/F高層4,23.0,高層,4,4022505,18885,213,345,4,NST
5.0/F低層5,5.0,低層,5,4048278,19006,213,340,3,NST
14.0/F中層5,14.0,中層,5,3867867,18159,213,359,4,NST
23.0/F高層5,23.0,高層,5,4022505,18885,213,345,4,NST
5.0/F低層6,5.0,低層,6,4610456,16234,284,316,4,NST
14.0/F中層6,14.0,中層,6,4182184,14726,284,328,4,NST
23.0/F高層6,23.0,高層,6,4484360,15790,284,330,4,NST
5.0/F低層7,5.0,低層,7,4616136,16254,284,329,4,NST
14.0/F中層7,14.0,中層,7,4182184,14726,284,328,4,NST
23.0/F高層7,23.0,高層,7,4546272,16008,284,340,4,NST
5.0/F低層8,5.0,低層,8,4071282,19114,213,362,4,NST
14.0/F中層8,14.0,中層,8,3867867,18159,213,359,4,NST
23.0/F高層8,23.0,高層,8,4103660,18653,220,337,4,NST
5.0/F低層B1,5.0,低層,B1,3857856,18112,213,352,3,NST
14.0/F中層B1,14.0,中層,B1,4005039,18803,213,359,3,NST
23.0/F高層B1,23.0,高層,B1,4150731,19487,213,336,3,NST
5.0/F低層B2,5.0,低層,B2,4273224,16248,263,397,4,NST
14.0/F中層B2,14.0,中層,B2,4221150,16050,263,392,4,NST
23.0/F高層B2,23.0,高層,B2,4235089,16103,263,391,4,NST
5.0/F低層B3,5.0,低層,B3,4272482,15593,274,386,4,NST
14.0/F中層B3,14.0,中層,B3,4345640,15860,274,374,3,NST
23.0/F高層B3,23.0,高層,B3,4450856,16244,274,335,3,NST
5.0/F低層B4,5.0,低層,B4,3717702,17454,213,346,3,NST
14.0/F中層B4,14.0,中層,B4,3869784,18168,213,344,3,NST
23.0/F高層B4,23.0,高層,B4,4006956,18812,213,325,3,NST
5.0/F低層B5,5.0,低層,B5,3995028,18756,213,361,3,NST
14.0/F中層B5,14.0,中層,B5,4141998,19446,213,362,3,NST
23.0/F高層B5,23.0,高層,B5,4161594,19538,213,353,3,NST
5.0/F低層B6,5.0,低層,B6,4241540,14935,284,392,4,NST
14.0/F中層B6,14.0,中層,B6,4324468,15227,284,345,3,NST
23.0/F高層B6,23.0,高層,B6,4635732,16323,284,392,3,NST
5.0/F低層B7,5.0,低層,B7,4572684,16101,284,355,4,NST
14.0/F中層B7,14.0,中層,B7,4179628,14717,284,360,4,NST
23.0/F高層B7,23.0,高層,B7,4464480,15720,284,351,4,NST
5.0/F低層B8,5.0,低層,B8,4033581,18937,213,418,3,NST
14.0/F中層B8,14.0,中層,B8,3888954,18258,213,389,3,NST
23.0/F高層B8,23.0,高層,B8,4040610,18970,213,364,3,NST
