,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,3396448,9649,352,249,2,NSS
4.0/F中層A,4.0,中層,A,3444320,9785,352,197,2,NSS
4.0/F高層A,4.0,高層,A,3444320,9785,352,197,2,NSS
3.0/F低層B,3.0,低層,B,3009765,9435,319,91,1,NSS
4.0/F中層B,4.0,中層,B,3019973,9467,319,150,1,NSS
4.0/F高層B,4.0,高層,B,3019973,9467,319,150,1,NSS
3.0/F低層C,3.0,低層,C,3644704,9824,371,100,1,NSS
4.0/F中層C,4.0,中層,C,3488320,9910,352,94,1,NSS
4.0/F高層C,4.0,高層,C,3488320,9910,352,94,1,NSS
3.0/F低層D,3.0,低層,D,,,,,,NSS
4.0/F中層D,4.0,中層,D,,,,,,NSS
4.0/F高層D,4.0,高層,D,,,,,,NSS
3.0/F低層E,3.0,低層,E,,,,,,NSS
4.0/F中層E,4.0,中層,E,,,,,,NSS
4.0/F高層E,4.0,高層,E,,,,,,NSS
3.0/F低層E & F,3.0,低層,E & F,,,,,,NSS
4.0/F中層E & F,4.0,中層,E & F,,,,,,NSS
4.0/F高層E & F,4.0,高層,E & F,,,,,,NSS
3.0/F低層F,3.0,低層,F,,,,,,NSS
4.0/F中層F,4.0,中層,F,,,,,,NSS
4.0/F高層F,4.0,高層,F,,,,,,NSS
3.0/F低層G & H,3.0,低層,G & H,,,,,,NSS
4.0/F中層G & H,4.0,中層,G & H,,,,,,NSS
4.0/F高層G & H,4.0,高層,G & H,,,,,,NSS
3.0/F低層H,3.0,低層,H,,,,,,NSS
4.0/F中層H,4.0,中層,H,3037760,8630,352,150,1,NSS
4.0/F高層H,4.0,高層,H,3037760,8630,352,150,1,NSS
