,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層1,4.0,低層,1,5586560,9976,560,363,4,KNTK
8.0/F中層1,8.0,中層,1,5872720,10487,560,364,4,KNTK
13.0/F高層1,13.0,高層,1,6026160,10761,560,349,4,KNTK
4.0/F低層10,4.0,低層,10,5618480,10033,560,371,4,KNTK
8.0/F中層10,8.0,中層,10,5733280,10238,560,379,4,KNTK
13.0/F高層10,13.0,高層,10,5887280,10513,560,366,4,KNTK
4.0/F低層11,4.0,低層,11,4872555,10215,477,344,4,KNTK
8.0/F中層11,8.0,中層,11,5121549,10737,477,350,4,KNTK
13.0/F高層11,13.0,高層,11,5184513,10869,477,343,4,KNTK
4.0/F低層12,4.0,低層,12,4678986,10491,446,396,4,KNTK
8.0/F中層12,8.0,中層,12,4769078,10693,446,400,4,KNTK
13.0/F高層12,13.0,高層,12,4880132,10942,446,392,4,KNTK
4.0/F低層13,4.0,低層,13,6412400,9775,656,371,5,KNTK
8.0/F中層13,8.0,中層,13,6705632,10222,656,305,4,KNTK
13.0/F高層13,13.0,高層,13,6809280,10380,656,365,5,KNTK
4.0/F低層14,4.0,低層,14,5532240,9879,560,374,4,KNTK
8.0/F中層14,8.0,中層,14,5647040,10084,560,378,4,KNTK
13.0/F高層14,13.0,高層,14,5798800,10355,560,363,4,KNTK
4.0/F低層15,4.0,低層,15,4872555,10215,477,344,4,KNTK
8.0/F中層15,8.0,中層,15,5121549,10737,477,350,4,KNTK
13.0/F高層15,13.0,高層,15,5132043,10759,477,330,3,KNTK
4.0/F低層16,4.0,低層,16,4872555,10215,477,344,4,KNTK
8.0/F中層16,8.0,中層,16,5121549,10737,477,350,4,KNTK
13.0/F高層16,13.0,高層,16,5184513,10869,477,343,4,KNTK
4.0/F低層2,4.0,低層,2,5589920,9982,560,331,4,KNTK
8.0/F中層2,8.0,中層,2,5701920,10182,560,336,4,KNTK
13.0/F高層2,13.0,高層,2,5855360,10456,560,324,4,KNTK
4.0/F低層3,4.0,低層,3,5016132,10516,477,375,4,KNTK
8.0/F中層3,8.0,中層,3,5122026,10738,477,377,4,KNTK
13.0/F高層3,13.0,高層,3,5367204,11252,477,335,3,KNTK
4.0/F低層4,4.0,低層,4,4698610,10535,446,365,3,KNTK
8.0/F中層4,8.0,中層,4,4797176,10756,446,375,3,KNTK
13.0/F高層4,13.0,高層,4,4921164,11034,446,360,3,KNTK
4.0/F低層5,4.0,低層,5,6412400,9775,656,371,5,KNTK
8.0/F中層5,8.0,中層,5,6705632,10222,656,305,4,KNTK
13.0/F高層5,13.0,高層,5,6809280,10380,656,365,5,KNTK
4.0/F低層6,4.0,低層,6,5589920,9982,560,331,4,KNTK
8.0/F中層6,8.0,中層,6,5701920,10182,560,336,4,KNTK
13.0/F高層6,13.0,高層,6,5855360,10456,560,324,4,KNTK
4.0/F低層7,4.0,低層,7,5025672,10536,477,360,4,KNTK
8.0/F中層7,8.0,中層,7,5132520,10760,477,374,4,KNTK
13.0/F高層7,13.0,高層,7,5266080,11040,477,370,4,KNTK
4.0/F低層8,4.0,低層,8,4885434,10242,477,388,4,KNTK
8.0/F中層8,8.0,中層,8,5184513,10869,477,382,3,KNTK
13.0/F高層8,13.0,高層,8,5189283,10879,477,388,4,KNTK
4.0/F低層9,4.0,低層,9,5589920,9982,560,331,4,KNTK
8.0/F中層9,8.0,中層,9,5701920,10182,560,336,4,KNTK
13.0/F高層9,13.0,高層,9,5855360,10456,560,324,4,KNTK
