,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,10090080,12012,840,322,3,KTST
8.0/F中層A,8.0,中層,A,10452120,12443,840,343,3,KTST
14.0/F高層A,14.0,高層,A,10783920,12838,840,380,4,KTST
4.0/F低層B,4.0,低層,B,6829455,11595,589,360,4,KTST
8.0/F中層B,8.0,中層,B,7307723,12407,589,365,4,KTST
14.0/F高層B,14.0,高層,B,7681738,13042,589,354,4,KTST
4.0/F低層C,4.0,低層,C,9134130,10499,870,320,3,KTST
8.0/F中層C,8.0,中層,C,9380340,10782,870,364,3,KTST
14.0/F高層C,14.0,高層,C,9990092,11698,854,363,4,KTST
4.0/F低層CD,4.0,低層,CD,12492060,10290,1214,184,3,KTST
8.0/F中層CD,8.0,中層,CD,12910890,10635,1214,180,3,KTST
14.0/F高層CD,14.0,高層,CD,13538528,11152,1214,164,3,KTST
4.0/F低層D,4.0,低層,D,7984200,11406,700,349,4,KTST
8.0/F中層D,8.0,中層,D,8276800,11824,700,359,4,KTST
14.0/F高層D,14.0,高層,D,8712900,12447,700,349,4,KTST
4.0/F低層E,4.0,低層,E,9516948,11837,804,339,4,KTST
8.0/F中層E,8.0,中層,E,9846588,12247,804,349,4,KTST
14.0/F高層E,14.0,高層,E,10320948,12837,804,342,4,KTST
4.0/F低層F,4.0,低層,F,5966950,10849,550,161,2,KTST
8.0/F中層F,8.0,中層,F,6166050,11211,550,162,2,KTST
14.0/F高層F,14.0,高層,F,6468550,11761,550,149,2,KTST
4.0/F低層G,4.0,低層,G,5746224,10883,528,201,2,KTST
8.0/F中層G,8.0,中層,G,5945280,11260,528,211,2,KTST
14.0/F高層G,14.0,高層,G,8215724,12244,671,377,4,KTST
4.0/F低層H,4.0,低層,H,4906792,10138,484,307,4,KTST
8.0/F中層H,8.0,中層,H,5067480,10470,484,317,4,KTST
14.0/F高層H,14.0,高層,H,5317224,10986,484,300,4,KTST
