,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,4148784,9808,423,361,4,NTM
16.0/F中層A,16.0,中層,A,4302756,10172,423,372,4,NTM
25.0/F高層A,25.0,高層,A,4509603,10661,423,377,4,NTM
6.0/F低層B,6.0,低層,B,4118445,10169,405,341,3,NTM
16.0/F中層B,16.0,中層,B,4305555,10631,405,341,3,NTM
25.0/F高層B,25.0,高層,B,4480920,11064,405,336,3,NTM
6.0/F低層C,6.0,低層,C,4107996,10044,409,395,4,NTM
16.0/F中層C,16.0,中層,C,4321494,10566,409,332,3,NTM
25.0/F高層C,25.0,高層,C,4393887,10743,409,328,3,NTM
6.0/F低層D,6.0,低層,D,4152000,10380,400,379,4,NTM
16.0/F中層D,16.0,中層,D,4257200,10643,400,390,4,NTM
25.0/F高層D,25.0,高層,D,4552400,11381,400,386,4,NTM
6.0/F低層E,6.0,低層,E,4061376,10256,396,406,4,NTM
16.0/F中層E,16.0,中層,E,4280472,10728,399,410,4,NTM
25.0/F高層E,25.0,高層,E,4399773,11027,399,388,4,NTM
6.0/F低層F,6.0,低層,F,3870900,9775,396,353,3,NTM
16.0/F中層F,16.0,中層,F,4099326,10274,399,364,3,NTM
25.0/F高層F,25.0,高層,F,4272891,10709,399,345,3,NTM
6.0/F低層G,6.0,低層,G,3880400,9701,400,364,3,NTM
16.0/F中層G,16.0,中層,G,4052000,10130,400,347,3,NTM
25.0/F高層G,25.0,高層,G,4233200,10583,400,413,4,NTM
6.0/F低層H,6.0,低層,H,4170573,10197,409,403,4,NTM
16.0/F中層H,16.0,中層,H,4320676,10564,409,321,3,NTM
25.0/F高層H,25.0,高層,H,4510861,11029,409,392,4,NTM
6.0/F低層J,6.0,低層,J,4115610,10162,405,382,3,NTM
16.0/F中層J,16.0,中層,J,4287735,10587,405,345,3,NTM
25.0/F高層J,25.0,高層,J,4479705,11061,405,405,4,NTM
6.0/F低層K,6.0,低層,K,4169934,9858,423,360,4,NTM
16.0/F中層K,16.0,中層,K,4310793,10191,423,352,4,NTM
25.0/F高層K,25.0,高層,K,4614507,10909,423,340,4,NTM
