,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,4213511,12503,337,369,3,NTM
16.0/F中層1,16.0,中層,1,4291695,12735,337,396,3,NTM
25.0/F高層1,25.0,高層,1,4617574,13702,337,320,3,NTM
6.0/F低層2,6.0,低層,2,4963009,11357,437,366,4,NTM
16.0/F中層2,16.0,中層,2,5015886,11478,437,338,3,NTM
25.0/F高層2,25.0,高層,2,4905762,11226,437,353,4,NTM
6.0/F低層3,6.0,低層,3,4790394,10962,437,364,4,NTM
16.0/F中層3,16.0,中層,3,4851137,11101,437,380,4,NTM
25.0/F高層3,25.0,高層,3,4793016,10968,437,392,4,NTM
6.0/F低層4,6.0,低層,4,3867412,11476,337,363,3,NTM
16.0/F中層4,16.0,中層,4,4025465,11945,337,378,3,NTM
25.0/F高層4,25.0,高層,4,4169027,12371,337,352,3,NTM
6.0/F低層5,6.0,低層,5,4149144,12312,337,410,3,NTM
16.0/F中層5,16.0,中層,5,4314611,12803,337,374,3,NTM
25.0/F高層5,25.0,高層,5,4714899,13207,357,329,3,NTM
6.0/F低層6,6.0,低層,6,4442542,10166,437,337,3,NTM
16.0/F中層6,16.0,中層,6,4615157,10561,437,367,3,NTM
25.0/F高層6,25.0,高層,6,4769418,10914,437,372,3,NTM
6.0/F低層7,6.0,低層,7,4859003,11119,437,382,3,NTM
16.0/F中層7,16.0,中層,7,4815303,11019,437,351,3,NTM
25.0/F高層7,25.0,高層,7,4929797,11281,437,397,3,NTM
6.0/F低層8,6.0,低層,8,4177115,12395,337,368,4,NTM
16.0/F中層8,16.0,中層,8,4315622,12806,337,371,4,NTM
25.0/F高層8,25.0,高層,8,4429865,13145,337,351,4,NTM
