,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,10709122,12253,874
10.0/F中層A,10.0,中層,A,10794774,12351,874
17.0/F高層A,17.0,高層,A,10931992,12508,874
5.0/F低層B,5.0,低層,B,10959960,12540,874
10.0/F中層B,10.0,中層,B,11025510,12615,874
17.0/F高層B,17.0,高層,B,11138256,12744,874
5.0/F低層C,5.0,低層,C,8994643,12271,733
10.0/F中層C,10.0,中層,C,9076739,12383,733
17.0/F高層C,17.0,高層,C,9199883,12551,733
5.0/F低層D,5.0,低層,D,8967798,12438,721
10.0/F中層D,10.0,中層,D,9048550,12550,721
17.0/F高層D,17.0,高層,D,9149490,12690,721
5.0/F低層E,5.0,低層,E,6605697,12927,511
10.0/F中層E,10.0,中層,E,6671616,13056,511
17.0/F高層E,17.0,高層,E,6763596,13236,511
5.0/F低層F,5.0,低層,F,9603348,12218,786
10.0/F中層F,10.0,中層,F,9688236,12326,786
17.0/F高層F,17.0,高層,F,9865086,12551,786
