,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層1,5.0,低層,1,,,,,,KSPK
6.0/F中層1,6.0,中層,1,,,,,,KSPK
7.0/F高層1,7.0,高層,1,,,,,,KSPK
5.0/F低層2,5.0,低層,2,5335659,12099,441,391,3,KSPK
6.0/F中層2,6.0,中層,2,5363001,12161,441,390,3,KSPK
7.0/F高層2,7.0,高層,2,5432238,12318,441,384,3,KSPK
5.0/F低層3,5.0,低層,3,5277090,11598,455,439,3,KSPK
6.0/F中層3,6.0,中層,3,5309395,11669,455,444,3,KSPK
7.0/F高層3,7.0,高層,3,5331235,11717,455,440,3,KSPK
5.0/F低層4,5.0,低層,4,5369455,11801,455,387,4,KSPK
6.0/F中層4,6.0,中層,4,5390385,11847,455,388,4,KSPK
7.0/F高層4,7.0,高層,4,5416320,11904,455,386,4,KSPK
5.0/F低層5,5.0,低層,5,5369455,11801,455,387,4,KSPK
6.0/F中層5,6.0,中層,5,5390385,11847,455,388,4,KSPK
7.0/F高層5,7.0,高層,5,5416320,11904,455,386,4,KSPK
5.0/F低層6,5.0,低層,6,5210784,12062,432,336,3,KSPK
6.0/F中層6,6.0,中層,6,5233248,12114,432,341,3,KSPK
7.0/F高層6,7.0,高層,6,5306256,12283,432,334,3,KSPK
