,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
16.0/F低層A,16.0,低層,A,11883776,15616,761,376,4,NTY
30.0/F中層A,30.0,中層,A,12286345,16145,761,342,4,NTY
43.0/F高層A,43.0,高層,A,13616925,17525,777,312,4,NTY
16.0/F低層B,16.0,低層,B,11847555,15487,765,349,3,NTY
30.0/F中層B,30.0,中層,B,12579660,16444,765,328,3,NTY
43.0/F高層B,43.0,高層,B,13733885,17585,781,349,4,NTY
16.0/F低層C,16.0,低層,C,11982195,15663,765,377,4,NTY
30.0/F中層C,30.0,中層,C,12473325,16305,765,351,4,NTY
43.0/F高層C,43.0,高層,C,13513643,17303,781,328,4,NTY
16.0/F低層D,16.0,低層,D,12163625,15695,775,374,4,NTY
30.0/F中層D,30.0,中層,D,12676675,16357,775,340,4,NTY
43.0/F高層D,43.0,高層,D,13873349,17539,791,309,4,NTY
16.0/F低層E,16.0,低層,E,10035648,14672,684,372,4,NTY
30.0/F中層E,30.0,中層,E,10625256,15534,684,347,3,NTY
43.0/F高層E,43.0,高層,E,11235384,16426,684,364,3,NTY
16.0/F低層F,16.0,低層,F,8367744,15848,528,314,4,NTY
30.0/F中層F,30.0,中層,F,8802816,16672,528,328,4,NTY
43.0/F高層F,43.0,高層,F,9405792,17814,528,343,4,NTY
16.0/F低層G,16.0,低層,G,8103660,15465,524,336,5,NTY
30.0/F中層G,30.0,中層,G,8512380,16245,524,336,4,NTY
43.0/F高層G,43.0,高層,G,8988172,17153,524,328,4,NTY
16.0/F低層H,16.0,低層,H,8433954,16157,522,312,4,NTY
30.0/F中層H,30.0,中層,H,8939772,17126,522,367,4,NTY
43.0/F高層H,43.0,高層,H,9402786,18013,522,375,4,NTY
