,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
14.0/F低層A,14.0,低層,A,5160407,11003,469,377,3,NTY
28.0/F中層A,28.0,中層,A,5595170,11930,469,415,3,NTY
42.0/F高層A,42.0,高層,A,5925346,12634,469,372,3,NTY
14.0/F低層B,14.0,低層,B,5811624,11531,504,351,4,NTY
28.0/F中層B,28.0,中層,B,6174000,12250,504,385,4,NTY
42.0/F高層B,42.0,高層,B,6665904,13226,504,376,4,NTY
14.0/F低層C,14.0,低層,C,5602464,11116,504,377,4,NTY
28.0/F中層C,28.0,中層,C,6051528,12007,504,332,3,NTY
42.0/F高層C,42.0,高層,C,6459768,12817,504,332,3,NTY
14.0/F低層D,14.0,低層,D,8334672,11706,712,358,5,NTY
28.0/F中層D,28.0,中層,D,8076216,11343,712,352,4,NTY
42.0/F高層D,42.0,高層,D,8264184,11607,712,325,3,NTY
14.0/F低層E,14.0,低層,E,7480272,10506,712,362,3,NTY
28.0/F中層E,28.0,中層,E,7808504,10967,712,335,3,NTY
42.0/F高層E,42.0,高層,E,8634424,12127,712,327,4,NTY
14.0/F低層F,14.0,低層,F,5981472,11868,504,397,4,NTY
28.0/F中層F,28.0,中層,F,6532344,12961,504,327,3,NTY
42.0/F高層F,42.0,高層,F,6414408,12727,504,367,3,NTY
14.0/F低層G,14.0,低層,G,5883744,11744,501,396,4,NTY
28.0/F中層G,28.0,中層,G,5953884,11884,501,402,4,NTY
42.0/F高層G,42.0,高層,G,6359193,12693,501,355,4,NTY
14.0/F低層H,14.0,低層,H,5711013,12177,469,328,3,NTY
28.0/F中層H,28.0,中層,H,5514033,11757,469,328,3,NTY
42.0/F高層H,42.0,高層,H,6212374,13246,469,335,3,NTY
