,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6385493,11183,571,344,3,NKC
16.0/F中層A,16.0,中層,A,6843435,11985,571,386,3,NKC
26.0/F高層A,26.0,高層,A,7307087,12797,571,392,3,NKC
6.0/F低層B,6.0,低層,B,6826435,11473,595,365,4,NKC
16.0/F中層B,16.0,中層,B,7353010,12358,595,379,4,NKC
26.0/F高層B,26.0,高層,B,7740355,13009,595,395,4,NKC
6.0/F低層C,6.0,低層,C,6601044,11342,582,337,4,NKC
16.0/F中層C,16.0,中層,C,6702312,11516,582,374,4,NKC
26.0/F高層C,26.0,高層,C,7391400,12700,582,398,4,NKC
6.0/F低層D,6.0,低層,D,5820137,11951,487,303,4,NKC
16.0/F中層D,16.0,中層,D,5892213,12099,487,327,4,NKC
26.0/F高層D,26.0,高層,D,6564817,12847,511,344,4,NKC
6.0/F低層E,6.0,低層,E,5261061,10803,487,311,4,NKC
16.0/F中層E,16.0,中層,E,5630694,11562,487,352,4,NKC
26.0/F高層E,26.0,高層,E,6284248,12904,487,341,3,NKC
6.0/F低層F,6.0,低層,F,6103405,10505,581,392,4,NKC
16.0/F中層F,16.0,中層,F,6448519,11099,581,325,3,NKC
26.0/F高層F,26.0,高層,F,7064960,12160,581,413,4,NKC
6.0/F低層G,6.0,低層,G,7257810,11305,642,304,4,NKC
16.0/F中層G,16.0,中層,G,7336776,11428,642,334,4,NKC
26.0/F高層G,26.0,高層,G,8039124,12522,642,344,4,NKC
6.0/F低層H,6.0,低層,H,6023479,10549,571,327,3,NKC
16.0/F中層H,16.0,中層,H,6444877,11287,571,362,3,NKC
26.0/F高層H,26.0,高層,H,6903961,12091,571,362,3,NKC
