,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,7375326,8566,861,361,4,NTM
15.0/F中層A,15.0,中層,A,8281098,9618,861,302,3,NTM
24.0/F高層A,24.0,高層,A,7923783,9203,861,367,4,NTM
6.0/F低層B,6.0,低層,B,7330554,8514,861,320,4,NTM
15.0/F中層B,15.0,中層,B,8325009,9669,861,261,3,NTM
24.0/F高層B,24.0,高層,B,7883316,9156,861,330,4,NTM
6.0/F低層C,6.0,低層,C,7195377,8357,861,357,3,NTM
15.0/F中層C,15.0,中層,C,7480368,8688,861,371,3,NTM
24.0/F高層C,24.0,高層,C,7767081,9021,861,384,3,NTM
6.0/F低層D,6.0,低層,D,7330554,8514,861,320,4,NTM
15.0/F中層D,15.0,中層,D,8312955,9655,861,342,4,NTM
24.0/F高層D,24.0,高層,D,8138172,9452,861,347,4,NTM
6.0/F低層E,6.0,低層,E,7330554,8514,861,320,4,NTM
15.0/F中層E,15.0,中層,E,8325009,9669,861,261,3,NTM
24.0/F高層E,24.0,高層,E,7883316,9156,861,330,4,NTM
6.0/F低層F,6.0,低層,F,8090817,9397,861,284,3,NTM
15.0/F中層F,15.0,中層,F,8404221,9761,861,307,3,NTM
24.0/F高層F,24.0,高層,F,8698683,10103,861,300,3,NTM
6.0/F低層G,6.0,低層,G,7330554,8514,861,320,4,NTM
15.0/F中層G,15.0,中層,G,8325009,9669,861,261,3,NTM
24.0/F高層G,24.0,高層,G,7883316,9156,861,330,4,NTM
6.0/F低層H,6.0,低層,H,7330554,8514,861,320,4,NTM
15.0/F中層H,15.0,中層,H,8325009,9669,861,261,3,NTM
24.0/F高層H,24.0,高層,H,7883316,9156,861,330,4,NTM
