,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
14.0/F低層A,14.0,低層,A,5559990,15027,370,329,3,KKAI
32.0/F中層A,32.0,中層,A,6448351,17381,371,339,3,KKAI
52.0/F高層A,52.0,高層,A,7207354,19271,374,320,4,KKAI
14.0/F低層B,14.0,低層,B,6463080,16572,390,388,4,KKAI
32.0/F中層B,32.0,中層,B,6467903,16627,389,326,3,KKAI
52.0/F高層B,52.0,高層,B,7206614,18526,389,345,4,KKAI
14.0/F低層C,14.0,低層,C,7698629,17617,437,394,4,KKAI
32.0/F中層C,32.0,中層,C,8392148,19204,437,362,3,KKAI
52.0/F高層C,52.0,高層,C,17685500,21700,815,169,4,KKAI
14.0/F低層D,14.0,低層,D,9727740,17340,561,333,4,KKAI
32.0/F中層D,32.0,中層,D,10312302,18382,561,338,4,KKAI
52.0/F高層D,52.0,高層,D,11181291,19931,561,350,5,KKAI
14.0/F低層E,14.0,低層,E,9206571,16411,561,372,3,KKAI
32.0/F中層E,32.0,中層,E,9654249,17209,561,349,3,KKAI
52.0/F高層E,52.0,高層,E,10916499,19459,561,310,4,KKAI
14.0/F低層F,14.0,低層,F,7286538,16674,437,344,3,KKAI
32.0/F中層F,32.0,中層,F,7809627,17871,437,381,3,KKAI
52.0/F高層F,52.0,高層,F,19230740,23596,815,255,5,KKAI
14.0/F低層G,14.0,低層,G,6711900,17210,390,381,4,KKAI
32.0/F中層G,32.0,中層,G,6882188,17692,389,387,4,KKAI
52.0/F高層G,52.0,高層,G,7578498,19482,389,311,4,KKAI
14.0/F低層H,14.0,低層,H,6277790,16967,370,407,3,KKAI
32.0/F中層H,32.0,中層,H,6808221,18351,371,400,3,KKAI
52.0/F高層H,52.0,高層,H,7224558,19317,374,362,4,KKAI
