,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,11040075,15885,695,341,4,NTKO
18.0/F中層A,18.0,中層,A,11590515,16677,695,319,4,NTKO
26.0/F高層A,26.0,高層,A,18752214,16773,1118,91,2,NTKO
8.0/F低層B,8.0,低層,B,9039321,16647,543,360,3,NTKO
18.0/F中層B,18.0,中層,B,9497613,17491,543,324,3,NTKO
26.0/F高層B,26.0,高層,B,14710449,15501,949,304,5,NTKO
8.0/F低層C,8.0,低層,C,9695168,17822,544,394,4,NTKO
18.0/F中層C,18.0,中層,C,9769152,17958,544,389,4,NTKO
26.0/F高層C,26.0,高層,C,15755991,18173,867,293,5,NTKO
8.0/F低層D,8.0,低層,D,8692000,16400,530,342,3,NTKO
18.0/F中層D,18.0,中層,D,8960180,16906,530,338,3,NTKO
26.0/F高層D,26.0,高層,D,7036100,19820,355,335,4,NTKO
8.0/F低層E,8.0,低層,E,13615196,17962,758,334,4,NTKO
18.0/F中層E,18.0,中層,E,14052885,18515,759,336,4,NTKO
26.0/F高層E,26.0,高層,E,7154568,19548,366,353,5,NTKO
8.0/F低層F,8.0,低層,F,7216755,20215,357,379,3,NTKO
18.0/F中層F,18.0,中層,F,8837234,17294,511,372,4,NTKO
26.0/F高層F,26.0,高層,F,9036013,17683,511,340,4,NTKO
8.0/F低層G,8.0,低層,G,6825364,18751,364,365,3,NTKO
18.0/F中層G,18.0,中層,G,8903628,17356,513,340,3,NTKO
26.0/F高層G,26.0,高層,G,9113958,17766,513,322,3,NTKO
8.0/F低層H,8.0,低層,H,6737353,18767,359,335,4,NTKO
18.0/F中層H,18.0,中層,H,6940547,19333,359,309,4,NTKO
26.0/F高層H,26.0,高層,H,7069069,19691,359,354,5,NTKO
