,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,5645970,11406,495,321,4,NTKO
18.0/F中層A,18.0,中層,A,5914755,11949,495,314,4,NTKO
28.0/F高層A,28.0,高層,A,6068205,12259,495,322,4,NTKO
7.0/F低層B,7.0,低層,B,5563800,11240,495,339,4,NTKO
18.0/F中層B,18.0,中層,B,5743485,11603,495,317,4,NTKO
28.0/F高層B,28.0,高層,B,4983660,10068,495,237,2,NTKO
7.0/F低層C,7.0,低層,C,6543376,11053,592,328,5,NTKO
18.0/F中層C,18.0,中層,C,6761232,11421,592,323,5,NTKO
28.0/F高層C,28.0,高層,C,7062560,11930,592,317,5,NTKO
7.0/F低層D,7.0,低層,D,6543376,11053,592,328,5,NTKO
18.0/F中層D,18.0,中層,D,6761232,11421,592,323,5,NTKO
28.0/F高層D,28.0,高層,D,7062560,11930,592,317,5,NTKO
7.0/F低層E,7.0,低層,E,5592015,11297,495,325,4,NTKO
18.0/F中層E,18.0,中層,E,5764770,11646,495,363,5,NTKO
28.0/F高層E,28.0,高層,E,6024645,12171,495,348,5,NTKO
7.0/F低層F,7.0,低層,F,5653395,11421,495,356,5,NTKO
18.0/F中層F,18.0,中層,F,5842980,11804,495,351,5,NTKO
28.0/F高層F,28.0,高層,F,6113250,12350,495,345,5,NTKO
7.0/F低層G,7.0,低層,G,5605380,11324,495,330,4,NTKO
18.0/F中層G,18.0,中層,G,5783085,11683,495,319,4,NTKO
28.0/F高層G,28.0,高層,G,6048900,12220,495,320,4,NTKO
7.0/F低層H,7.0,低層,H,5653395,11421,495,356,5,NTKO
18.0/F中層H,18.0,中層,H,5842980,11804,495,351,5,NTKO
28.0/F高層H,28.0,高層,H,6113250,12350,495,345,5,NTKO
7.0/F低層J,7.0,低層,J,6535088,11039,592,346,5,NTKO
18.0/F中層J,18.0,中層,J,6822208,11524,592,350,5,NTKO
28.0/F高層J,28.0,高層,J,6960736,11758,592,314,4,NTKO
7.0/F低層K,7.0,低層,K,6578896,11113,592,311,4,NTKO
18.0/F中層K,18.0,中層,K,6886736,11633,592,304,4,NTKO
28.0/F高層K,28.0,高層,K,7028224,11872,592,308,4,NTKO
7.0/F低層L,7.0,低層,L,5699925,11515,495,359,4,NTKO
18.0/F中層L,18.0,中層,L,5962275,12045,495,348,4,NTKO
28.0/F高層L,28.0,高層,L,6203340,12532,495,340,4,NTKO
7.0/F低層M,7.0,低層,M,5619735,11353,495,339,4,NTKO
18.0/F中層M,18.0,中層,M,5797440,11712,495,319,4,NTKO
28.0/F高層M,28.0,高層,M,6063255,12249,495,314,4,NTKO
