,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,6942204,14646,474,329,4,NTW
16.0/F中層1,16.0,中層,1,6800952,14348,474,353,4,NTW
25.0/F高層1,25.0,高層,1,6954054,14671,474,342,4,NTW
6.0/F低層2,6.0,低層,2,6620056,14744,449,330,4,NTW
16.0/F中層2,16.0,中層,2,6488050,14450,449,360,4,NTW
25.0/F高層2,25.0,高層,2,6637118,14782,449,349,4,NTW
6.0/F低層3,6.0,低層,3,6481764,14436,449,331,3,NTW
16.0/F中層3,16.0,中層,3,6497928,14472,449,372,4,NTW
25.0/F高層3,25.0,高層,3,6704917,14933,449,350,4,NTW
6.0/F低層4,6.0,低層,4,7042480,14984,470,374,3,NTW
16.0/F中層4,16.0,中層,4,6947070,14781,470,337,3,NTW
25.0/F高層4,25.0,高層,4,7151520,15216,470,358,3,NTW
6.0/F低層5,6.0,低層,5,6942204,14646,474,329,4,NTW
16.0/F中層5,16.0,中層,5,6800952,14348,474,353,4,NTW
25.0/F高層5,25.0,高層,5,6954054,14671,474,342,4,NTW
6.0/F低層6,6.0,低層,6,6518745,14715,443,334,3,NTW
16.0/F中層6,16.0,中層,6,6398249,14443,443,372,3,NTW
25.0/F高層6,25.0,高層,6,6614433,14931,443,361,3,NTW
6.0/F低層7,6.0,低層,7,5898988,13316,443,322,3,NTW
16.0/F中層7,16.0,中層,7,6050937,13659,443,333,3,NTW
25.0/F高層7,25.0,高層,7,6415083,14481,443,333,3,NTW
6.0/F低層8,6.0,低層,8,6957372,14678,474,329,3,NTW
16.0/F中層8,16.0,中層,8,7219020,15230,474,382,4,NTW
25.0/F高層8,25.0,高層,8,7368804,15546,474,362,4,NTW
