,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6065034,11686,519,320,3,NYL
16.0/F中層A,16.0,中層,A,6621804,12908,513,403,4,NYL
23.0/F高層A,23.0,高層,A,6762879,13183,513,339,3,NYL
6.0/F低層B,6.0,低層,B,7577568,11412,664,361,3,NYL
16.0/F中層B,16.0,中層,B,7955384,11981,664,367,3,NYL
23.0/F高層B,23.0,高層,B,7994454,12058,663,393,3,NYL
6.0/F低層C,6.0,低層,C,5944382,12979,458,378,3,NYL
16.0/F中層C,16.0,中層,C,6206816,13552,458,395,3,NYL
23.0/F高層C,23.0,高層,C,6228800,13600,458,392,3,NYL
6.0/F低層D,6.0,低層,D,6215560,11953,520,331,3,NYL
16.0/F中層D,16.0,中層,D,6078800,11690,520,329,3,NYL
23.0/F高層D,23.0,高層,D,6480078,12534,517,370,3,NYL
6.0/F低層E,6.0,低層,E,7745108,11879,652,354,3,NYL
16.0/F中層E,16.0,中層,E,8119923,12473,651,397,3,NYL
23.0/F高層E,23.0,高層,E,8384720,12860,652,386,3,NYL
6.0/F低層F,6.0,低層,F,5877785,12695,463,401,3,NYL
16.0/F中層F,16.0,中層,F,6073171,13117,463,375,3,NYL
23.0/F高層F,23.0,高層,F,6212997,13419,463,354,3,NYL
6.0/F低層G,6.0,低層,G,6025590,11610,519,329,3,NYL
16.0/F中層G,16.0,中層,G,6588960,12720,518,388,3,NYL
23.0/F高層G,23.0,高層,G,6552894,12626,519,344,3,NYL
