,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層AA,3.0,低層,AA,4402580,10738,410,332,5,KKC
8.0/F中層AA,8.0,中層,AA,3890080,9488,410,152,2,KKC
12.0/F高層AA,12.0,高層,AA,4023330,9813,410,144,2,KKC
3.0/F低層BB,3.0,低層,BB,3521453,11323,311,301,4,KKC
8.0/F中層BB,8.0,中層,BB,2961031,9521,311,160,2,KKC
12.0/F高層BB,12.0,高層,BB,3062417,9847,311,152,2,KKC
3.0/F低層CC,3.0,低層,CC,3432507,11037,311,348,4,KKC
8.0/F中層CC,8.0,中層,CC,3591117,11547,311,363,4,KKC
12.0/F高層CC,12.0,高層,CC,3161636,9523,332,310,3,KKC
3.0/F低層DD,3.0,低層,DD,3546022,11402,311,337,4,KKC
8.0/F中層DD,8.0,中層,DD,3733555,12005,311,383,4,KKC
12.0/F高層DD,12.0,高層,DD,3875993,12463,311,336,4,KKC
3.0/F低層EE,3.0,低層,EE,3619056,10771,336,362,4,KKC
8.0/F中層EE,8.0,中層,EE,3877104,11539,336,376,4,KKC
12.0/F高層EE,12.0,高層,EE,3957440,11920,332,379,4,KKC
3.0/F低層FF,3.0,低層,FF,4349135,10955,397,340,5,KKC
8.0/F中層FF,8.0,中層,FF,3836211,9663,397,155,2,KKC
12.0/F高層FF,12.0,高層,FF,3968015,9995,397,147,2,KKC
3.0/F低層GG,3.0,低層,GG,3559372,10721,332,340,3,KKC
8.0/F中層GG,8.0,中層,GG,3718400,11200,332,342,3,KKC
12.0/F高層GG,12.0,高層,GG,3850536,11598,332,330,3,KKC
3.0/F低層HH,3.0,低層,HH,3707112,11166,332,349,4,KKC
8.0/F中層HH,8.0,中層,HH,3856180,11615,332,357,3,KKC
12.0/F高層HH,12.0,高層,HH,3917340,12436,315,339,4,KKC
3.0/F低層II,3.0,低層,II,3682212,11091,332,312,4,KKC
8.0/F中層II,8.0,中層,II,3237996,9753,332,244,3,KKC
12.0/F高層II,12.0,高層,II,3072246,10173,302,298,3,KKC
3.0/F低層JJ,3.0,低層,JJ,2995304,9022,332,211,2,KKC
8.0/F中層JJ,8.0,中層,JJ,3130096,9428,332,217,2,KKC
12.0/F高層JJ,12.0,高層,JJ,3237664,9752,332,207,2,KKC
3.0/F低層KK,3.0,低層,KK,3682212,11091,332,312,4,KKC
8.0/F中層KK,8.0,中層,KK,3172592,9556,332,168,2,KKC
12.0/F高層KK,12.0,高層,KK,3104010,9854,315,153,2,KKC
3.0/F低層LL,3.0,低層,LL,3471724,10457,332,328,4,KKC
8.0/F中層LL,8.0,中層,LL,3197160,9630,332,259,3,KKC
12.0/F高層LL,12.0,高層,LL,3097224,9927,312,231,3,KKC
3.0/F低層M-M,3.0,低層,M-M,2649600,11776,225,247,5,KKC
8.0/F中層M-M,8.0,中層,M-M,2112975,9391,225,68,1,KKC
12.0/F高層M-M,12.0,高層,M-M,2187000,9720,225,64,1,KKC
3.0/F低層MM,3.0,低層,MM,3662292,11031,332,349,4,KKC
8.0/F中層MM,8.0,中層,MM,3831280,11540,332,359,4,KKC
12.0/F高層MM,12.0,高層,MM,3968728,11954,332,349,4,KKC
3.0/F低層NN,3.0,低層,NN,3601000,11080,325,307,4,KKC
8.0/F中層NN,8.0,中層,NN,3102125,9545,325,165,2,KKC
12.0/F高層NN,12.0,高層,NN,2896978,10094,287,141,2,KKC
3.0/F低層OO,3.0,低層,OO,3822368,10859,352,305,4,KKC
8.0/F中層OO,8.0,中層,OO,3383072,9611,352,168,2,KKC
12.0/F高層OO,12.0,高層,OO,3335963,9899,337,160,2,KKC
3.0/F低層PP,3.0,低層,PP,3744975,10855,345,307,4,KKC
8.0/F中層PP,8.0,中層,PP,2871530,9734,295,152,2,KKC
12.0/F高層PP,12.0,高層,PP,3423090,9922,345,160,2,KKC
3.0/F低層QQ,3.0,低層,QQ,3373915,11437,295,350,5,KKC
8.0/F中層QQ,8.0,中層,QQ,3309240,9592,345,168,2,KKC
12.0/F高層QQ,12.0,高層,QQ,3423090,9922,345,160,2,KKC
3.0/F低層QQ & RR,3.0,低層,QQ & RR,6671196,10359,644,242,5,KKC
8.0/F中層QQ & RR,8.0,中層,QQ & RR,5873280,9120,644,115,2,KKC
12.0/F高層QQ & RR,12.0,高層,QQ & RR,6071632,9428,644,107,2,KKC
3.0/F低層RR,3.0,低層,RR,3754193,10757,349,343,4,KKC
8.0/F中層RR,8.0,中層,RR,3431296,9748,352,205,2,KKC
12.0/F高層RR,12.0,高層,RR,2706722,10331,262,152,2,KKC
3.0/F低層SS,3.0,低層,SS,3385686,10482,323,365,4,KKC
8.0/F中層SS,8.0,中層,SS,3629228,11236,323,362,4,KKC
12.0/F高層SS,12.0,高層,SS,3271383,10587,309,327,3,KKC
3.0/F低層TT,3.0,低層,TT,3659040,11088,330,311,4,KKC
8.0/F中層TT,8.0,中層,TT,3152490,9553,330,167,2,KKC
12.0/F高層TT,12.0,高層,TT,3145659,9861,319,155,2,KKC
3.0/F低層UU,3.0,低層,UU,3613951,11329,319,304,4,KKC
8.0/F中層UU,8.0,中層,UU,3041665,9535,319,163,2,KKC
12.0/F高層UU,12.0,高層,UU,3145659,9861,319,155,2,KKC
3.0/F低層VV,3.0,低層,VV,3659040,11088,330,311,4,KKC
8.0/F中層VV,8.0,中層,VV,3162374,9554,331,168,2,KKC
12.0/F高層VV,12.0,高層,VV,2750108,10148,271,132,2,KKC
3.0/F低層WW,3.0,低層,WW,3659040,11088,330,311,4,KKC
8.0/F中層WW,8.0,中層,WW,3102330,9401,330,252,3,KKC
12.0/F高層WW,12.0,高層,WW,3208590,9723,330,238,3,KKC
3.0/F低層XX,3.0,低層,XX,3659040,11088,330,311,4,KKC
8.0/F中層XX,8.0,中層,XX,3179220,9634,330,238,3,KKC
12.0/F高層XX,12.0,高層,XX,3304042,9982,331,237,3,KKC
3.0/F低層YY,3.0,低層,YY,3659040,11088,330,311,4,KKC
8.0/F中層YY,8.0,中層,YY,3001320,9528,315,161,2,KKC
12.0/F高層YY,12.0,高層,YY,3104010,9854,315,153,2,KKC
3.0/F低層ZZ,3.0,低層,ZZ,3659040,11088,330,311,4,KKC
8.0/F中層ZZ,8.0,中層,ZZ,3152490,9553,330,167,2,KKC
12.0/F高層ZZ,12.0,高層,ZZ,3260400,9880,330,159,2,KKC
