,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
17.0/F低層A,17.0,低層,A,8898804,18087,492,367,4,KSWK
33.0/F中層A,33.0,中層,A,9109318,18899,482,362,4,KSWK
50.0/F高層A,50.0,高層,A,9044730,18765,482,368,4,KSWK
17.0/F低層B,17.0,低層,B,8431128,17348,486,380,4,KSWK
33.0/F中層B,33.0,中層,B,8211456,16896,486,335,3,KSWK
50.0/F高層B,50.0,高層,B,9116828,19153,476,338,3,KSWK
17.0/F低層C,17.0,低層,C,8143212,17626,462,325,4,KSWK
33.0/F中層C,33.0,中層,C,8547924,18502,462,328,3,KSWK
50.0/F高層C,50.0,高層,C,8946630,19365,462,423,3,KSWK
17.0/F低層D,17.0,低層,D,7594965,14805,513,321,3,KSWK
33.0/F中層D,33.0,中層,D,8165421,15917,513,351,3,KSWK
50.0/F高層D,50.0,高層,D,8997507,17539,513,323,3,KSWK
17.0/F低層E,17.0,低層,E,8051100,17130,470,324,3,KSWK
33.0/F中層E,33.0,中層,E,8411170,18365,458,375,3,KSWK
50.0/F高層E,50.0,高層,E,8406132,18354,458,386,3,KSWK
17.0/F低層F,17.0,低層,F,8066184,17689,456,345,4,KSWK
33.0/F中層F,33.0,中層,F,8244327,17069,483,328,3,KSWK
50.0/F高層F,50.0,高層,F,9076536,18792,483,383,4,KSWK
17.0/F低層G,17.0,低層,G,8131760,17872,455,345,3,KSWK
33.0/F中層G,33.0,中層,G,8653025,19445,445,382,4,KSWK
50.0/F高層G,50.0,高層,G,8075860,18148,445,411,4,KSWK
