,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,9440880,16980,556,233,3,HQB
10.0/F中層A,10.0,中層,A,9745568,17528,556,247,3,HQB
16.0/F高層A,16.0,高層,A,10050812,18077,556,229,3,HQB
4.0/F低層B,4.0,低層,B,10881864,16793,648,225,3,HQB
10.0/F中層B,10.0,中層,B,11230488,17331,648,239,3,HQB
16.0/F高層B,16.0,高層,B,11584944,17878,648,221,3,HQB
4.0/F低層C,4.0,低層,C,8270024,16184,511,288,3,HQB
10.0/F中層C,10.0,中層,C,8719704,17064,511,382,4,HQB
16.0/F高層C,16.0,高層,C,8960896,17536,511,370,4,HQB
4.0/F低層D,4.0,低層,D,8698753,17023,511,279,3,HQB
10.0/F中層D,10.0,中層,D,8975204,17564,511,310,3,HQB
16.0/F高層D,16.0,高層,D,9260342,18122,511,275,3,HQB
4.0/F低層E,4.0,低層,E,10773410,16966,635,270,3,HQB
10.0/F中層E,10.0,中層,E,11117580,17508,635,286,3,HQB
16.0/F高層E,16.0,高層,E,11468735,18061,635,265,3,HQB
4.0/F低層F,4.0,低層,F,9440880,16980,556,233,3,HQB
10.0/F中層F,10.0,中層,F,9745568,17528,556,247,3,HQB
16.0/F高層F,16.0,高層,F,10050812,18077,556,229,3,HQB
