,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,7146552,9912,721,218,4,NTM
16.0/F中層A,16.0,中層,A,7853853,10893,721,238,4,NTM
23.0/F高層A,23.0,高層,A,8069432,11192,721,236,4,NTM
6.0/F低層B,6.0,低層,B,5877326,9763,602,325,3,NTM
16.0/F中層B,16.0,中層,B,6177122,10261,602,384,4,NTM
23.0/F高層B,23.0,高層,B,6341468,10534,602,363,4,NTM
6.0/F低層C,6.0,低層,C,5554472,11176,497,336,4,NTM
16.0/F中層C,16.0,中層,C,5757745,11585,497,393,4,NTM
23.0/F高層C,23.0,高層,C,5898396,11868,497,414,4,NTM
6.0/F低層D,6.0,低層,D,5362630,10790,497,345,5,NTM
16.0/F中層D,16.0,中層,D,5758739,11587,497,358,5,NTM
23.0/F高層D,23.0,高層,D,5913306,11898,497,346,5,NTM
6.0/F低層E,6.0,低層,E,6420932,10666,602,310,4,NTM
16.0/F中層E,16.0,中層,E,6658722,11061,602,348,4,NTM
23.0/F高層E,23.0,高層,E,6840526,11363,602,341,4,NTM
6.0/F低層F,6.0,低層,F,7146552,9912,721,218,4,NTM
16.0/F中層F,16.0,中層,F,7853853,10893,721,238,4,NTM
23.0/F高層F,23.0,高層,F,8069432,11192,721,236,4,NTM
