,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,11275435,16655,677,78,1,KSWK
27.0/F中層A,27.0,中層,A,13301696,19648,677,222,4,KSWK
42.0/F高層A,42.0,高層,A,15261400,21802,700,246,4,KSWK
10.0/F低層B,10.0,低層,B,15056052,22539,668,277,3,KSWK
27.0/F中層B,27.0,中層,B,16844288,25216,668,262,4,KSWK
42.0/F高層B,42.0,高層,B,14444832,21624,668,255,4,KSWK
10.0/F低層C,10.0,低層,C,15757776,22608,697,172,2,KSWK
27.0/F中層C,27.0,中層,C,17205445,24685,697,339,4,KSWK
42.0/F高層C,42.0,高層,C,15802878,21918,721,240,4,KSWK
10.0/F低層D,10.0,低層,D,12673364,16943,748,73,1,KSWK
27.0/F中層D,27.0,中層,D,14949528,19986,748,203,4,KSWK
42.0/F高層D,42.0,高層,D,17139172,22201,772,227,4,KSWK
10.0/F低層E,10.0,低層,E,9862065,16355,603,128,1,KSWK
27.0/F中層E,27.0,中層,E,11666241,19347,603,343,4,KSWK
42.0/F高層E,42.0,高層,E,13259592,21666,612,320,3,KSWK
10.0/F低層F,10.0,低層,F,10021340,21322,470,132,2,KSWK
27.0/F中層F,27.0,中層,F,8544130,18179,470,231,4,KSWK
42.0/F高層F,42.0,高層,F,9742593,20171,483,277,4,KSWK
10.0/F低層G,10.0,低層,G,9903370,21071,470,138,2,KSWK
27.0/F中層G,27.0,中層,G,11487740,24442,470,210,3,KSWK
42.0/F高層G,42.0,高層,G,9806349,20303,483,241,4,KSWK
10.0/F低層H,10.0,低層,H,10467477,17359,603,146,2,KSWK
27.0/F中層H,27.0,中層,H,11897190,19730,603,330,5,KSWK
42.0/F高層H,42.0,高層,H,13530708,22109,612,315,4,KSWK
