,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,7678560,11292,680,302,4,NTW
17.0/F中層A,17.0,中層,A,7885960,11597,680,343,5,NTW
27.0/F高層A,27.0,高層,A,8284440,12183,680,319,5,NTW
6.0/F低層B,6.0,低層,B,5669140,12062,470,350,4,NTW
17.0/F中層B,17.0,中層,B,5805440,12352,470,358,3,NTW
27.0/F高層B,27.0,高層,B,6034330,12839,470,379,4,NTW
6.0/F低層C,6.0,低層,C,5819540,12382,470,379,4,NTW
17.0/F中層C,17.0,中層,C,6072870,12921,470,368,4,NTW
27.0/F高層C,27.0,高層,C,6120340,13022,470,324,4,NTW
6.0/F低層D,6.0,低層,D,7794840,11463,680,315,4,NTW
17.0/F中層D,17.0,中層,D,7970280,11721,680,303,4,NTW
27.0/F高層D,27.0,高層,D,8384400,12330,680,334,5,NTW
6.0/F低層E,6.0,低層,E,7745200,11390,680,347,3,NTW
17.0/F中層E,17.0,中層,E,8001560,11767,680,405,4,NTW
27.0/F高層E,27.0,高層,E,8144360,11977,680,353,4,NTW
6.0/F低層F,6.0,低層,F,5853850,12455,470,322,3,NTW
17.0/F中層F,17.0,中層,F,6075690,12927,470,366,4,NTW
27.0/F高層F,27.0,高層,F,6245830,13289,470,329,4,NTW
6.0/F低層G,6.0,低層,G,5851970,12451,470,363,3,NTW
17.0/F中層G,17.0,中層,G,6065350,12905,470,367,4,NTW
27.0/F高層G,27.0,高層,G,6141490,13067,470,318,4,NTW
6.0/F低層H,6.0,低層,H,7533720,11079,680,341,4,NTW
17.0/F中層H,17.0,中層,H,7828160,11512,680,325,4,NTW
27.0/F高層H,27.0,高層,H,8088600,11895,680,305,4,NTW
