,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
17.0/F低層A,17.0,低層,A,31231152,23768,1314,370,4,HMW
46.0/F中層A,46.0,中層,A,39974048,30608,1306,406,3,HMW
74.0/F高層A,74.0,高層,A,64002372,36078,1774,65,1,HMW
17.0/F低層B,17.0,低層,B,24401867,25079,973,304,4,HMW
46.0/F中層B,46.0,中層,B,30546848,31298,976,378,4,HMW
74.0/F高層B,74.0,高層,B,71250844,36614,1946,39,1,HMW
17.0/F低層BC,17.0,低層,BC,45792076,24203,1892,118,2,HMW
46.0/F中層BC,46.0,中層,BC,57270840,30270,1892,177,3,HMW
74.0/F高層BC,74.0,高層,BC,68955832,36446,1892,40,1,HMW
17.0/F低層C,17.0,低層,C,21020414,23074,911,355,4,HMW
46.0/F中層C,46.0,中層,C,29778244,32509,916,312,4,HMW
74.0/F高層C,74.0,高層,C,30597148,33403,916,33,1,HMW
