,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,7474008,15636,478,327,4,NST
19.0/F中層A,19.0,中層,A,7784230,16285,478,333,4,NST
30.0/F高層A,30.0,高層,A,7920938,16571,478,303,4,NST
8.0/F低層B,8.0,低層,B,7340646,15357,478,311,4,NST
19.0/F中層B,19.0,中層,B,7671422,16049,478,354,4,NST
30.0/F高層B,30.0,高層,B,8012714,16763,478,344,4,NST
8.0/F低層C,8.0,低層,C,4990070,16097,310,342,4,NST
19.0/F中層C,19.0,中層,C,5187850,16735,310,347,4,NST
30.0/F高層C,30.0,高層,C,5356180,17278,310,337,4,NST
8.0/F低層D,8.0,低層,D,5143830,16593,310,393,4,NST
19.0/F中層D,19.0,中層,D,5374470,17337,310,378,4,NST
30.0/F高層D,30.0,高層,D,5454140,17594,310,325,4,NST
8.0/F低層E,8.0,低層,E,7305752,15284,478,342,4,NST
19.0/F中層E,19.0,中層,E,7621710,15945,478,340,4,NST
30.0/F高層E,30.0,高層,E,7998374,16733,478,348,5,NST
8.0/F低層F,8.0,低層,F,7605458,15911,478,333,5,NST
19.0/F中層F,19.0,中層,F,7872182,16469,478,333,5,NST
30.0/F高層F,30.0,高層,F,8018928,16776,478,306,5,NST
8.0/F低層G,8.0,低層,G,5172970,16687,310,328,3,NST
19.0/F中層G,19.0,中層,G,5327970,17187,310,330,3,NST
30.0/F高層G,30.0,高層,G,5432750,17525,310,374,4,NST
8.0/F低層H,8.0,低層,H,5009290,16159,310,388,4,NST
19.0/F中層H,19.0,中層,H,5164290,16659,310,324,3,NST
30.0/F高層H,30.0,高層,H,5484520,17692,310,376,3,NST
