,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層1,8.0,低層,1,4646191,7159,649,331,4,NTSW
21.0/F中層1,21.0,中層,1,4942135,7615,649,308,4,NTSW
34.0/F高層1,34.0,高層,1,5046624,7776,649,312,4,NTSW
8.0/F低層2,8.0,低層,2,4550139,7011,649,348,4,NTSW
21.0/F中層2,21.0,中層,2,4891513,7537,649,345,4,NTSW
34.0/F高層2,34.0,高層,2,4993406,7694,649,375,4,NTSW
8.0/F低層3,8.0,低層,3,4016640,7845,512,355,4,NTSW
21.0/F中層3,21.0,中層,3,4260864,8322,512,362,4,NTSW
34.0/F高層3,34.0,高層,3,4466176,8723,512,344,4,NTSW
8.0/F低層4,8.0,低層,4,4075520,7960,512,364,4,NTSW
21.0/F中層4,21.0,中層,4,4292096,8383,512,365,4,NTSW
34.0/F高層4,34.0,高層,4,4496896,8783,512,340,4,NTSW
8.0/F低層5,8.0,低層,5,4918771,7579,649,393,4,NTSW
21.0/F中層5,21.0,中層,5,5240675,8075,649,361,4,NTSW
34.0/F高層5,34.0,高層,5,5094650,7850,649,347,4,NTSW
8.0/F低層6,8.0,低層,6,4618933,7117,649,386,4,NTSW
21.0/F中層6,21.0,中層,6,4967446,7654,649,376,4,NTSW
34.0/F高層6,34.0,高層,6,4899301,7549,649,368,4,NTSW
8.0/F低層7,8.0,低層,7,4028928,7869,512,373,4,NTSW
21.0/F中層7,21.0,中層,7,4239872,8281,512,361,4,NTSW
34.0/F高層7,34.0,高層,7,4464128,8719,512,301,4,NTSW
8.0/F低層8,8.0,低層,8,3745280,7315,512,346,3,NTSW
21.0/F中層8,21.0,中層,8,4015104,7842,512,368,4,NTSW
34.0/F高層8,34.0,高層,8,4387840,8570,512,303,4,NTSW
