,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,9783675,11055,885,265,4,HNP
9.0/F中層A,9.0,中層,A,10057140,11364,885,265,4,HNP
14.0/F高層A,14.0,高層,A,10329720,11672,885,265,4,HNP
4.0/F低層B,4.0,低層,B,7063780,9356,755,358,5,HNP
9.0/F中層B,9.0,中層,B,7140035,9457,755,308,4,HNP
14.0/F高層B,14.0,高層,B,7346150,9730,755,314,4,HNP
4.0/F低層C,4.0,低層,C,6958835,9217,755,339,4,HNP
9.0/F中層C,9.0,中層,C,7163440,9488,755,352,4,HNP
14.0/F高層C,14.0,高層,C,7378615,9773,755,373,4,HNP
4.0/F低層D,4.0,低層,D,6923700,9420,735,358,5,HNP
9.0/F中層D,9.0,中層,D,6993525,9515,735,307,4,HNP
14.0/F高層D,14.0,高層,D,7194915,9789,735,313,4,HNP
4.0/F低層E,4.0,低層,E,10780600,11348,950,254,4,HNP
9.0/F中層E,9.0,中層,E,11079850,11663,950,254,4,HNP
14.0/F高層E,14.0,高層,E,11378150,11977,950,254,4,HNP
4.0/F低層F,4.0,低層,F,5374380,10538,510,348,3,HNP
9.0/F中層F,9.0,中層,F,5548290,10879,510,370,3,HNP
14.0/F高層F,14.0,高層,F,5712000,11200,510,385,3,HNP
4.0/F低層G,4.0,低層,G,4522320,10278,440,359,4,HNP
9.0/F中層G,9.0,中層,G,4734840,10761,440,370,4,HNP
14.0/F高層G,14.0,高層,G,4865960,11059,440,362,4,HNP
4.0/F低層H,4.0,低層,H,5110095,10119,505,366,4,HNP
9.0/F中層H,9.0,中層,H,5274725,10445,505,363,4,HNP
14.0/F高層H,14.0,高層,H,5528740,10948,505,356,4,HNP
4.0/F低層I,4.0,低層,I,7138440,9036,790,378,4,HNP
9.0/F中層I,9.0,中層,I,7388870,9353,790,305,4,HNP
14.0/F高層I,14.0,高層,I,7602170,9623,790,311,4,HNP
4.0/F低層J,4.0,低層,J,5925370,10043,590,348,4,HNP
9.0/F中層J,9.0,中層,J,6106500,10350,590,357,4,HNP
14.0/F高層J,14.0,高層,J,6140720,10408,590,349,4,HNP
4.0/F低層K,4.0,低層,K,6201045,10083,615,325,4,HNP
9.0/F中層K,9.0,中層,K,6393540,10396,615,337,4,HNP
14.0/F高層K,14.0,高層,K,6431055,10457,615,340,4,HNP
4.0/F低層L,4.0,低層,L,6130935,9969,615,310,4,HNP
9.0/F中層L,9.0,中層,L,6318510,10274,615,320,4,HNP
14.0/F高層L,14.0,高層,L,6496245,10563,615,324,4,HNP
4.0/F低層M,4.0,低層,M,6571890,9594,685,333,4,HNP
9.0/F中層M,9.0,中層,M,6766430,9878,685,339,4,HNP
14.0/F高層M,14.0,高層,M,6957545,10157,685,337,4,HNP
4.0/F低層N,4.0,低層,N,9263300,10898,850,272,4,HNP
9.0/F中層N,9.0,中層,N,9522550,11203,850,272,4,HNP
14.0/F高層N,14.0,高層,N,9781800,11508,850,272,4,HNP
4.0/F低層O,4.0,低層,O,6441270,9834,655,305,4,HNP
9.0/F中層O,9.0,中層,O,6556550,10010,655,395,4,HNP
14.0/F高層O,14.0,高層,O,6825100,10420,655,319,4,HNP
4.0/F低層P,4.0,低層,P,6149385,9999,615,358,4,HNP
9.0/F中層P,9.0,中層,P,6335730,10302,615,366,4,HNP
14.0/F高層P,14.0,高層,P,4046240,10648,380,315,5,HNP
4.0/F低層Q,4.0,低層,Q,4592250,10205,450,303,4,HNP
9.0/F中層Q,9.0,中層,Q,6169398,10334,597,319,4,HNP
14.0/F高層Q,14.0,高層,Q,6379800,10290,620,323,3,HNP
