,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層1,3.0,低層,1,5654000,12850,440,334,3,KLCK
8.0/F中層1,8.0,中層,1,5725280,13012,440,366,3,KLCK
12.0/F高層1,12.0,高層,1,5882360,13369,440,406,4,KLCK
3.0/F低層10,3.0,低層,10,5311332,13689,388,282,4,KLCK
8.0/F中層10,8.0,中層,10,5411048,13946,388,292,4,KLCK
12.0/F高層10,12.0,高層,10,5499900,14175,388,292,4,KLCK
3.0/F低層2,3.0,低層,2,5247060,13020,403,331,4,KLCK
8.0/F中層2,8.0,中層,2,5240209,13003,403,343,4,KLCK
12.0/F高層2,12.0,高層,2,5399797,13399,403,346,4,KLCK
3.0/F低層3,3.0,低層,3,5208192,12672,411,371,3,KLCK
8.0/F中層3,8.0,中層,3,5553021,13511,411,383,4,KLCK
12.0/F高層3,12.0,高層,3,5607684,13644,411,388,4,KLCK
3.0/F低層4,3.0,低層,4,5523942,12967,426,335,4,KLCK
8.0/F中層4,8.0,中層,4,5783376,13576,426,345,3,KLCK
12.0/F高層4,12.0,高層,4,5722884,13434,426,349,4,KLCK
3.0/F低層5,3.0,低層,5,5311332,13689,388,282,4,KLCK
8.0/F中層5,8.0,中層,5,5411048,13946,388,292,4,KLCK
12.0/F高層5,12.0,高層,5,5499900,14175,388,292,4,KLCK
3.0/F低層6,3.0,低層,6,5641680,12822,440,301,4,KLCK
8.0/F中層6,8.0,中層,6,5749040,13066,440,311,4,KLCK
12.0/F高層6,12.0,高層,6,5844520,13283,440,311,4,KLCK
3.0/F低層7,3.0,低層,7,4907331,12177,403,217,3,KLCK
8.0/F中層7,8.0,中層,7,5006066,12422,403,235,3,KLCK
12.0/F高層7,12.0,高層,7,5082233,12611,403,241,3,KLCK
3.0/F低層8,3.0,低層,8,5367660,13060,411,315,4,KLCK
8.0/F中層8,8.0,中層,8,5468766,13306,411,328,4,KLCK
12.0/F高層8,12.0,高層,8,5515209,13419,411,336,4,KLCK
3.0/F低層9,3.0,低層,9,4717098,11073,426,272,3,KLCK
8.0/F中層9,8.0,中層,9,4810392,11292,426,277,3,KLCK
12.0/F高層9,12.0,高層,9,4831266,11341,426,309,3,KLCK
