,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,4988925,17505,285,355,3,NST
18.0/F中層A,18.0,中層,A,5097510,17886,285,335,3,NST
27.0/F高層A,27.0,高層,A,5280765,18529,285,394,4,NST
8.0/F低層B,8.0,低層,B,5104920,17912,285,378,4,NST
18.0/F中層B,18.0,中層,B,5222055,18323,285,402,4,NST
27.0/F高層B,27.0,高層,B,5382795,18887,285,416,4,NST
8.0/F低層C,8.0,低層,C,5363425,17585,305,325,3,NST
18.0/F中層C,18.0,中層,C,5425645,17789,305,402,4,NST
27.0/F高層C,27.0,高層,C,5581195,18299,305,378,4,NST
8.0/F低層D,8.0,低層,D,5186525,17005,305,359,3,NST
18.0/F中層D,18.0,中層,D,5357325,17565,305,411,3,NST
27.0/F高層D,27.0,高層,D,5545510,18182,305,356,3,NST
8.0/F低層E,8.0,低層,E,5125725,17985,285,345,3,NST
18.0/F中層E,18.0,中層,E,5318385,18661,285,343,3,NST
27.0/F高層E,27.0,高層,E,5497080,19288,285,332,3,NST
8.0/F低層F,8.0,低層,F,5158500,18100,285,392,3,NST
18.0/F中層F,18.0,中層,F,5358570,18802,285,364,3,NST
27.0/F高層F,27.0,高層,F,5547810,19466,285,323,3,NST
8.0/F低層G,8.0,低層,G,5377760,17632,305,373,3,NST
18.0/F中層G,18.0,中層,G,5572045,18269,305,365,3,NST
27.0/F高層G,27.0,高層,G,5766330,18906,305,330,3,NST
8.0/F低層H,8.0,低層,H,5392095,17679,305,338,3,NST
18.0/F中層H,18.0,中層,H,5500370,18034,305,364,4,NST
27.0/F高層H,27.0,高層,H,5657140,18548,305,339,4,NST
