,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層1,9.0,低層,1,6140050,17543,350,357,3,HCB
16.0/F中層1,16.0,中層,1,6369650,18199,350,389,4,HCB
24.0/F高層1,24.0,高層,1,6761300,19318,350,366,4,HCB
9.0/F低層2,9.0,低層,2,6395200,15988,400,395,4,HCB
16.0/F中層2,16.0,中層,2,6685200,16713,400,371,3,HCB
24.0/F高層2,24.0,高層,2,7202800,18007,400,401,4,HCB
9.0/F低層3,9.0,低層,3,6590800,16477,400,324,3,HCB
16.0/F中層3,16.0,中層,3,6959600,17399,400,322,3,HCB
24.0/F高層3,24.0,高層,3,7401600,18504,400,383,4,HCB
9.0/F低層4,9.0,低層,4,5870900,16774,350,370,4,HCB
16.0/F中層4,16.0,中層,4,5993050,17123,350,377,4,HCB
24.0/F高層4,24.0,高層,4,5981850,17091,350,383,4,HCB
9.0/F低層5,9.0,低層,5,5351150,15289,350,326,3,HCB
16.0/F中層5,16.0,中層,5,6338500,18110,350,344,3,HCB
24.0/F高層5,24.0,高層,5,6635650,18959,350,349,3,HCB
9.0/F低層5 & 6,9.0,低層,5 & 6,13668750,18225,750,228,4,HCB
16.0/F中層5 & 6,16.0,中層,5 & 6,13397250,17863,750,284,5,HCB
24.0/F高層5 & 6,24.0,高層,5 & 6,14221500,18962,750,260,5,HCB
9.0/F低層6,9.0,低層,6,7190400,17976,400,381,3,HCB
16.0/F中層6,16.0,中層,6,7547200,18868,400,392,3,HCB
24.0/F高層6,24.0,高層,6,7969600,19924,400,374,3,HCB
9.0/F低層7,9.0,低層,7,7135600,17839,400,344,4,HCB
16.0/F中層7,16.0,中層,7,7114400,17786,400,349,4,HCB
24.0/F高層7,24.0,高層,7,7580400,18951,400,346,4,HCB
9.0/F低層8,9.0,低層,8,6178900,17654,350,383,3,HCB
16.0/F中層8,16.0,中層,8,6371400,18204,350,335,3,HCB
24.0/F高層8,24.0,高層,8,6616400,18904,350,402,4,HCB
