,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,9507681,14879,639,323,3,HA
20.0/F中層A,20.0,中層,A,9767115,15285,639,385,4,HA
33.0/F高層A,33.0,高層,A,10097478,15802,639,367,4,HA
8.0/F低層B,8.0,低層,B,9394320,15055,624,354,3,HA
20.0/F中層B,20.0,中層,B,10018944,16056,624,340,3,HA
33.0/F高層B,33.0,高層,B,10407696,16679,624,383,4,HA
8.0/F低層C,8.0,低層,C,9398688,15062,624,344,3,HA
20.0/F中層C,20.0,中層,C,9920352,15898,624,336,3,HA
33.0/F高層C,33.0,高層,C,10085088,16162,624,398,4,HA
8.0/F低層D,8.0,低層,D,8942208,14016,638,391,4,HA
20.0/F中層D,20.0,中層,D,9229946,14467,638,342,3,HA
33.0/F高層D,33.0,高層,D,9845616,15432,638,411,3,HA
8.0/F低層E,8.0,低層,E,15933066,18147,878,358,5,HA
20.0/F中層E,20.0,中層,E,16168370,18415,878,356,5,HA
33.0/F高層E,33.0,高層,E,16692536,19012,878,348,5,HA
8.0/F低層F,8.0,低層,F,16973931,18923,897,326,4,HA
20.0/F中層F,20.0,中層,F,17438577,19441,897,301,4,HA
33.0/F高層F,33.0,高層,F,17276220,19260,897,346,5,HA
8.0/F低層G,8.0,低層,G,16175601,18033,897,327,4,HA
20.0/F中層G,20.0,中層,G,17138082,19106,897,338,4,HA
33.0/F高層G,33.0,高層,G,18164250,20250,897,344,4,HA
8.0/F低層H,8.0,低層,H,16643510,18785,886,353,4,HA
20.0/F中層H,20.0,中層,H,18019468,20338,886,321,4,HA
33.0/F高層H,33.0,高層,H,19204050,21675,886,362,4,HA
