,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,6051952,13043,464
4.0/F中層A,4.0,中層,A,5227950,13405,390
7.0/F高層A,7.0,高層,A,3997994,13979,286
2.0/F低層B,2.0,低層,B,5414904,13992,387
4.0/F中層B,4.0,中層,B,5484564,14172,387
7.0/F高層B,7.0,高層,B,5585184,14432,387
2.0/F低層C,2.0,低層,C,5166546,13926,371
4.0/F中層C,4.0,中層,C,5232584,14104,371
7.0/F高層C,7.0,高層,C,5328302,14362,371
2.0/F低層D,2.0,低層,D,5414904,13992,387
4.0/F中層D,4.0,中層,D,5484564,14172,387
7.0/F高層D,7.0,高層,D,5585184,14432,387
2.0/F低層E,2.0,低層,E,4182160,13712,305
4.0/F中層E,4.0,中層,E,4235230,13886,305
7.0/F高層E,7.0,高層,E,4312700,14140,305
2.0/F低層F,2.0,低層,F,3982500,13275,300
4.0/F中層F,4.0,中層,F,4028400,13428,300
7.0/F高層F,7.0,高層,F,4069500,13565,300
