,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,9216840,12945,712,359,4,NTY
18.0/F中層A,18.0,中層,A,9544360,13405,712,346,4,NTY
27.0/F高層A,27.0,高層,A,10080496,14158,712,313,4,NTY
8.0/F低層B,8.0,低層,B,7158649,11951,599,365,4,NTY
18.0/F中層B,18.0,中層,B,7433590,12410,599,378,4,NTY
27.0/F高層B,27.0,高層,B,7703140,12860,599,360,4,NTY
8.0/F低層C,8.0,低層,C,7081977,11823,599,355,3,NTY
18.0/F中層C,18.0,中層,C,7302409,12191,599,332,3,NTY
27.0/F高層C,27.0,高層,C,7709130,12870,599,377,4,NTY
8.0/F低層D,8.0,低層,D,9129264,12822,712,355,4,NTY
18.0/F中層D,18.0,中層,D,9057352,12721,712,346,4,NTY
27.0/F高層D,27.0,高層,D,9589928,13469,712,313,4,NTY
8.0/F低層E,8.0,低層,E,9060804,12834,706,319,4,NTY
18.0/F中層E,18.0,中層,E,8947138,12673,706,310,4,NTY
27.0/F高層E,27.0,高層,E,9353088,13248,706,347,5,NTY
8.0/F低層F,8.0,低層,F,6893150,12533,550,336,5,NTY
18.0/F中層F,18.0,中層,F,7172000,13040,550,350,5,NTY
27.0/F高層F,27.0,高層,F,7432700,13514,550,341,5,NTY
8.0/F低層G,8.0,低層,G,6873350,12497,550,309,4,NTY
18.0/F中層G,18.0,中層,G,7164850,13027,550,326,4,NTY
27.0/F高層G,27.0,高層,G,7448100,13542,550,331,4,NTY
8.0/F低層H,8.0,低層,H,9102458,12893,706,361,4,NTY
18.0/F中層H,18.0,中層,H,9038918,12803,706,351,4,NTY
27.0/F高層H,27.0,高層,H,9398978,13313,706,319,4,NTY
