,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5565494,8602,647,317,4,KKT
20.0/F中層1,20.0,中層,1,4696230,7315,642,148,2,KKT
32.0/F高層1,32.0,高層,1,4980703,7819,637,162,2,KKT
7.0/F低層10,7.0,低層,10,5168428,8557,604,369,4,KKT
20.0/F中層10,20.0,中層,10,5249134,8734,601,370,4,KKT
32.0/F高層10,32.0,高層,10,5417044,9089,596,334,4,KKT
7.0/F低層11,7.0,低層,11,5217352,8638,604,370,4,KKT
20.0/F中層11,20.0,中層,11,5392512,8928,604,347,4,KKT
32.0/F高層11,32.0,高層,11,5602704,9276,604,331,4,KKT
7.0/F低層12,7.0,低層,12,4629960,8574,540,359,4,KKT
20.0/F中層12,20.0,中層,12,4894020,9063,540,324,4,KKT
32.0/F高層12,32.0,高層,12,5094900,9435,540,303,4,KKT
7.0/F低層13,7.0,低層,13,4650480,8612,540,321,4,KKT
20.0/F中層13,20.0,中層,13,4192560,7764,540,196,3,KKT
32.0/F高層13,32.0,高層,13,4478760,8294,540,222,3,KKT
7.0/F低層14,7.0,低層,14,3818488,8758,436,326,4,KKT
20.0/F中層14,20.0,中層,14,4059375,9375,433,317,4,KKT
32.0/F高層14,32.0,高層,14,4237161,9831,431,318,4,KKT
7.0/F低層15,7.0,低層,15,3893916,8931,436,339,4,KKT
20.0/F中層15,20.0,中層,15,4124239,9569,431,315,4,KKT
32.0/F高層15,32.0,高層,15,4311724,10004,431,337,5,KKT
7.0/F低層16,7.0,低層,16,4354310,6730,647,159,2,KKT
20.0/F中層16,20.0,中層,16,4649364,7242,642,192,2,KKT
32.0/F高層16,32.0,高層,16,4927195,7735,637,207,2,KKT
7.0/F低層2,7.0,低層,2,5210104,8626,604,325,4,KKT
20.0/F中層2,20.0,中層,2,4426112,7328,604,141,2,KKT
32.0/F高層2,32.0,高層,2,4668468,7833,596,154,2,KKT
7.0/F低層3,7.0,低層,3,5210104,8626,604,325,4,KKT
20.0/F中層3,20.0,中層,3,4404729,7329,601,141,2,KKT
32.0/F高層3,32.0,高層,3,4706431,7831,601,155,2,KKT
7.0/F低層4,7.0,低層,4,4650480,8612,540,321,4,KKT
20.0/F中層4,20.0,中層,4,4875456,9096,536,314,4,KKT
32.0/F高層4,32.0,高層,4,5107200,9600,532,302,4,KKT
7.0/F低層5,7.0,低層,5,4623000,8625,536,320,4,KKT
20.0/F中層5,20.0,中層,5,4167936,7776,536,195,3,KKT
32.0/F高層5,32.0,高層,5,4426772,8321,532,221,3,KKT
7.0/F低層6,7.0,低層,6,3835056,8796,436,354,5,KKT
20.0/F中層6,20.0,中層,6,4083190,9430,433,331,5,KKT
32.0/F高層6,32.0,高層,6,4297525,9925,433,305,5,KKT
7.0/F低層7,7.0,低層,7,3835056,8796,436,354,5,KKT
20.0/F中層7,20.0,中層,7,4083190,9430,433,331,5,KKT
32.0/F高層7,32.0,高層,7,4280261,9931,431,304,5,KKT
7.0/F低層8,7.0,低層,8,5565494,8602,647,317,4,KKT
20.0/F中層8,20.0,中層,8,4696230,7315,642,148,2,KKT
32.0/F高層8,32.0,高層,8,5017230,7815,642,162,2,KKT
7.0/F低層9,7.0,低層,9,5565494,8602,647,317,4,KKT
20.0/F中層9,20.0,中層,9,4747590,7395,642,178,2,KKT
32.0/F高層9,32.0,高層,9,5036759,7907,637,198,2,KKT
