,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,7226550,11925,606,258,2,NTP
6.0/F中層A,6.0,中層,A,7358052,12142,606,277,2,NTP
8.0/F高層A,8.0,高層,A,7434408,12268,606,267,2,NTP
2.0/F低層B,2.0,低層,B,8864241,11379,779,245,3,NTP
6.0/F中層B,6.0,中層,B,9034063,11597,779,256,3,NTP
8.0/F高層B,8.0,高層,B,9120532,11708,779,251,3,NTP
2.0/F低層C,2.0,低層,C,8488440,11628,730,151,2,NTP
6.0/F中層C,6.0,中層,C,9016960,12352,730,309,3,NTP
8.0/F高層C,8.0,高層,C,8770950,12015,730,307,3,NTP
2.0/F低層D,2.0,低層,D,8729340,11958,730,249,3,NTP
6.0/F中層D,6.0,中層,D,8891400,12180,730,260,3,NTP
8.0/F高層D,8.0,高層,D,8973160,12292,730,255,3,NTP
2.0/F低層E,2.0,低層,E,8675667,11583,749,149,2,NTP
6.0/F中層E,6.0,中層,E,8840447,11803,749,157,2,NTP
8.0/F高層E,8.0,高層,E,8925833,11917,749,155,2,NTP
2.0/F低層F,2.0,低層,F,8831160,11544,765,147,2,NTP
6.0/F中層F,6.0,中層,F,8999460,11764,765,155,2,NTP
8.0/F高層F,8.0,高層,F,9086670,11878,765,153,2,NTP
