,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,9128650,8906,1025,139,1,NST
4.0/F中層A,4.0,中層,A,9204500,8980,1025,142,1,NST
5.0/F高層A,5.0,高層,A,9211462,9022,1021,144,1,NST
2.0/F低層B,2.0,低層,B,9016925,8797,1025,199,2,NST
4.0/F中層B,4.0,中層,B,9093800,8872,1025,198,2,NST
5.0/F高層B,5.0,高層,B,9116976,8912,1023,197,2,NST
2.0/F低層C,2.0,低層,C,9232175,9007,1025,187,2,NST
4.0/F中層C,4.0,中層,C,9330575,9103,1025,245,2,NST
5.0/F高層C,5.0,高層,C,9345950,9118,1025,191,2,NST
2.0/F低層D,2.0,低層,D,9128650,8906,1025,93,1,NST
4.0/F中層D,4.0,中層,D,9204500,8980,1025,95,1,NST
5.0/F高層D,5.0,高層,D,9242425,9017,1025,96,1,NST
