,subjFloor,floorLv,unitNo,price,npsf,nfa
12.0/F低層A,12.0,低層,A,22453005,23511,955
26.0/F中層A,26.0,中層,A,23127235,24217,955
38.0/F高層A,38.0,高層,A,23953310,25082,955
12.0/F低層B,12.0,低層,B,20276176,21479,944
26.0/F中層B,26.0,中層,B,21839440,23135,944
38.0/F高層B,38.0,高層,B,23084576,24454,944
12.0/F低層C,12.0,低層,C,19594113,20867,939
26.0/F中層C,26.0,中層,C,21692778,23102,939
38.0/F高層C,38.0,高層,C,22837419,24321,939
12.0/F低層D,12.0,低層,D,20154540,21441,940
26.0/F中層D,26.0,中層,D,21717760,23104,940
38.0/F高層D,38.0,高層,D,22863620,24323,940
12.0/F低層E,12.0,低層,E,16566264,20917,792
26.0/F中層E,26.0,中層,E,17804952,22481,792
38.0/F高層E,38.0,高層,E,18810792,23751,792
12.0/F低層F,12.0,低層,F,16784064,21192,792
26.0/F中層F,26.0,中層,F,18467064,23317,792
38.0/F高層F,38.0,高層,F,18971568,23954,792
12.0/F低層G,12.0,低層,G,20125400,21410,940
26.0/F中層G,26.0,中層,G,21660420,23043,940
38.0/F高層G,38.0,高層,G,22898400,24360,940
