,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,5744375,11375,505
12.0/F中層A,12.0,中層,A,5836790,11558,505
17.0/F高層A,17.0,高層,A,5946375,11775,505
7.0/F低層B,7.0,低層,B,5733000,11375,504
12.0/F中層B,12.0,中層,B,5827248,11562,504
17.0/F高層B,17.0,高層,B,5609520,11130,504
7.0/F低層C,7.0,低層,C,5809888,11216,518
12.0/F中層C,12.0,中層,C,5923330,11435,518
17.0/F高層C,17.0,高層,C,5898984,11388,518
7.0/F低層D,7.0,低層,D,5902772,11222,526
12.0/F中層D,12.0,中層,D,5993770,11395,526
17.0/F高層D,17.0,高層,D,6116328,11628,526
7.0/F低層E,7.0,低層,E,5778899,11309,511
12.0/F中層E,12.0,中層,E,5894896,11536,511
17.0/F高層E,17.0,高層,E,5985854,11714,511
7.0/F低層F,7.0,低層,F,5678568,11267,504
12.0/F中層F,12.0,中層,F,5778864,11466,504
17.0/F高層F,17.0,高層,F,5878656,11664,504
7.0/F低層G,7.0,低層,G,5440870,10774,505
12.0/F中層G,12.0,中層,G,5664080,11216,505
17.0/F高層G,17.0,高層,G,5755485,11397,505
