,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,13495680,24992,540,362,3,HSW
22.0/F中層A,22.0,中層,A,14158800,26220,540,360,3,HSW
33.0/F高層A,33.0,高層,A,15502320,28708,540,373,3,HSW
10.0/F低層B,10.0,低層,B,8939658,30407,294,332,3,HSW
22.0/F中層B,22.0,中層,B,9022272,30688,294,349,3,HSW
33.0/F高層B,33.0,高層,B,8486310,28865,294,368,3,HSW
10.0/F低層C,10.0,低層,C,5062590,25962,195,373,3,HSW
22.0/F中層C,22.0,中層,C,6014970,30846,195,399,3,HSW
33.0/F高層C,33.0,高層,C,6277050,32190,195,409,3,HSW
10.0/F低層D,10.0,低層,D,4480485,22515,199,385,3,HSW
22.0/F中層D,22.0,中層,D,6406407,32193,199,404,3,HSW
33.0/F高層D,33.0,高層,D,6276062,31538,199,410,3,HSW
10.0/F低層E,10.0,低層,E,9383542,26138,359,360,3,HSW
22.0/F中層E,22.0,中層,E,9604686,26754,359,371,3,HSW
33.0/F高層E,33.0,高層,E,10054872,28008,359,376,3,HSW
