,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5709438,14238,401,272,3,NTKO
18.0/F中層1,18.0,中層,1,5888284,14684,401,254,3,NTKO
29.0/F高層1,29.0,高層,1,6070739,15139,401,215,3,NTKO
7.0/F低層10,7.0,低層,10,7404764,13366,554,179,3,NTKO
18.0/F中層10,18.0,中層,10,7634120,13780,554,166,3,NTKO
29.0/F高層10,29.0,高層,10,7870678,14207,554,133,3,NTKO
7.0/F低層2,7.0,低層,2,8277332,12853,644,161,3,NTKO
18.0/F中層2,18.0,中層,2,8533000,13250,644,148,3,NTKO
29.0/F高層2,29.0,高層,2,8797040,13660,644,115,3,NTKO
7.0/F低層3,7.0,低層,3,5709037,14237,401,228,3,NTKO
18.0/F中層3,18.0,中層,3,5887482,14682,401,215,3,NTKO
29.0/F高層3,29.0,高層,3,6070338,15138,401,182,3,NTKO
7.0/F低層4,7.0,低層,4,7404764,13366,554,179,3,NTKO
18.0/F中層4,18.0,中層,4,7634120,13780,554,166,3,NTKO
29.0/F高層4,29.0,高層,4,7870678,14207,554,133,3,NTKO
7.0/F低層5,7.0,低層,5,7404764,13366,554,179,3,NTKO
18.0/F中層5,18.0,中層,5,7634120,13780,554,166,3,NTKO
29.0/F高層5,29.0,高層,5,7870678,14207,554,133,3,NTKO
7.0/F低層6,7.0,低層,6,5708636,14236,401,299,3,NTKO
18.0/F中層6,18.0,中層,6,5887081,14681,401,285,3,NTKO
29.0/F高層6,29.0,高層,6,6069937,15137,401,241,3,NTKO
7.0/F低層7,7.0,低層,7,8277332,12853,644,161,3,NTKO
18.0/F中層7,18.0,中層,7,8533000,13250,644,148,3,NTKO
29.0/F高層7,29.0,高層,7,8797040,13660,644,115,3,NTKO
7.0/F低層8,7.0,低層,8,5709037,14237,401,228,3,NTKO
18.0/F中層8,18.0,中層,8,5887482,14682,401,215,3,NTKO
29.0/F高層8,29.0,高層,8,6070338,15138,401,182,3,NTKO
7.0/F低層9,7.0,低層,9,7404764,13366,554,179,3,NTKO
18.0/F中層9,18.0,中層,9,7634120,13780,554,166,3,NTKO
29.0/F高層9,29.0,高層,9,7870678,14207,554,133,3,NTKO
