,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,4420336,10256,431,338,4,NTKO
20.0/F中層A,20.0,中層,A,4602218,10678,431,312,4,NTKO
33.0/F高層A,33.0,高層,A,4886247,11337,431,336,5,NTKO
7.0/F低層B,7.0,低層,B,4891304,10106,484,324,4,NTKO
20.0/F中層B,20.0,中層,B,5127012,10593,484,332,4,NTKO
33.0/F高層B,33.0,高層,B,5305608,10962,484,329,4,NTKO
7.0/F低層C,7.0,低層,C,5682016,9598,592,316,4,NTKO
20.0/F中層C,20.0,中層,C,5890992,9951,592,363,5,NTKO
33.0/F高層C,33.0,高層,C,6262768,10579,592,358,5,NTKO
7.0/F低層D,7.0,低層,D,5682016,9598,592,316,4,NTKO
20.0/F中層D,20.0,中層,D,5890992,9951,592,363,5,NTKO
33.0/F高層D,33.0,高層,D,6262768,10579,592,358,5,NTKO
7.0/F低層E,7.0,低層,E,4951804,10231,484,355,3,NTKO
20.0/F中層E,20.0,中層,E,5161860,10665,484,334,3,NTKO
33.0/F高層E,33.0,高層,E,5395632,11148,484,372,4,NTKO
7.0/F低層F,7.0,低層,F,4482831,10401,431,342,4,NTKO
20.0/F中層F,20.0,中層,F,4664713,10823,431,352,4,NTKO
33.0/F高層F,33.0,高層,F,4820735,11185,431,365,4,NTKO
7.0/F低層G,7.0,低層,G,5792128,9784,592,335,4,NTKO
20.0/F中層G,20.0,中層,G,6024784,10177,592,306,4,NTKO
33.0/F高層G,33.0,高層,G,6276384,10602,592,358,5,NTKO
7.0/F低層H,7.0,低層,H,5825280,9840,592,331,4,NTKO
20.0/F中層H,20.0,中層,H,6155616,10398,592,324,3,NTKO
33.0/F高層H,33.0,高層,H,6319600,10675,592,353,4,NTKO
7.0/F低層J,7.0,低層,J,5709840,9645,592,364,4,NTKO
20.0/F中層J,20.0,中層,J,5779104,9762,592,331,3,NTKO
33.0/F高層J,33.0,高層,J,6204160,10480,592,306,4,NTKO
7.0/F低層K,7.0,低層,K,5658336,9558,592,348,4,NTKO
20.0/F中層K,20.0,中層,K,5857248,9894,592,335,4,NTKO
33.0/F高層K,33.0,高層,K,6211264,10492,592,337,4,NTKO
