,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,12780338,15251,838,146,2,HNP
13.0/F中層A,13.0,中層,A,13576438,16201,838,160,2,HNP
21.0/F高層A,21.0,高層,A,14302146,17067,838,160,2,HNP
5.0/F低層B,5.0,低層,B,12081726,14281,846,260,3,HNP
13.0/F中層B,13.0,中層,B,12837204,15174,846,265,3,HNP
21.0/F高層B,21.0,高層,B,13590990,16065,846,249,3,HNP
5.0/F低層C,5.0,低層,C,12652124,15098,838,267,3,HNP
13.0/F中層C,13.0,中層,C,13446548,16046,838,296,3,HNP
21.0/F高層C,21.0,高層,C,14178122,16919,838,304,3,HNP
5.0/F低層D,5.0,低層,D,12841434,15179,846,366,4,HNP
13.0/F中層D,13.0,中層,D,13618062,16097,846,387,4,HNP
21.0/F高層D,21.0,高層,D,14367618,16983,846,367,4,HNP
5.0/F低層E,5.0,低層,E,17268209,16337,1057,122,2,HNP
13.0/F中層E,13.0,中層,E,18336836,17348,1057,136,2,HNP
21.0/F高層E,21.0,高層,E,19295535,18255,1057,136,2,HNP
