,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,18097911,17187,1053,161,2,HNP
13.0/F中層A,13.0,中層,A,18956106,18002,1053,141,2,HNP
21.0/F高層A,21.0,高層,A,19815354,18818,1053,121,2,HNP
5.0/F低層B,5.0,低層,B,19144400,17404,1100,149,2,HNP
13.0/F中層B,13.0,中層,B,20033200,18212,1100,153,2,HNP
21.0/F高層B,21.0,高層,B,20368700,18517,1100,286,3,HNP
5.0/F低層C,5.0,低層,C,10909613,15301,713,237,2,HNP
13.0/F中層C,13.0,中層,C,11425825,16025,713,213,2,HNP
21.0/F高層C,21.0,高層,C,11519941,16157,713,339,3,HNP
5.0/F低層D,5.0,低層,D,11474667,15361,747,89,1,HNP
13.0/F中層D,13.0,中層,D,12017736,16088,747,81,1,HNP
21.0/F高層D,21.0,高層,D,12560058,16814,747,73,1,HNP
