,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,5738595,10015,573
7.0/F中層A,7.0,中層,A,5842308,10196,573
10.0/F高層A,10.0,高層,A,5926539,10343,573
3.0/F低層B,3.0,低層,B,7352856,9726,756
7.0/F中層B,7.0,中層,B,7505568,9928,756
10.0/F高層B,10.0,高層,B,7610652,10067,756
3.0/F低層C,3.0,低層,C,7326330,9834,745
7.0/F中層C,7.0,中層,C,7495445,10061,745
10.0/F高層C,10.0,高層,C,7594530,10194,745
3.0/F低層D,3.0,低層,D,7331180,9907,740
7.0/F中層D,7.0,中層,D,7613120,10288,740
10.0/F高層D,10.0,高層,D,5766672,10064,573
3.0/F低層E,3.0,低層,E,5468139,9543,573
7.0/F中層E,7.0,中層,E,5615400,9800,573
10.0/F高層E,10.0,高層,E,5730000,10000,573
3.0/F低層F,3.0,低層,F,7550928,9988,756
7.0/F中層F,7.0,中層,F,7710444,10199,756
10.0/F高層F,10.0,高層,F,7826112,10352,756
3.0/F低層G,3.0,低層,G,7532028,9963,756
7.0/F中層G,7.0,中層,G,7692300,10175,756
10.0/F高層G,10.0,高層,G,7807968,10328,756
3.0/F低層H,3.0,低層,H,5520855,9635,573
7.0/F中層H,7.0,中層,H,5638893,9841,573
10.0/F高層H,10.0,高層,H,5723124,9988,573
