,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,21159390,17781,1190
16.0/F中層A,16.0,中層,A,23288300,19570,1190
24.0/F高層A,24.0,高層,A,26239500,22050,1190
7.0/F低層B,7.0,低層,B,25511184,21402,1192
16.0/F中層B,16.0,中層,B,27131112,22761,1192
24.0/F高層B,24.0,高層,B,28542440,23945,1192
7.0/F低層C,7.0,低層,C,26227786,21463,1222
16.0/F中層C,16.0,中層,C,27960582,22881,1222
24.0/F高層C,24.0,高層,C,29450200,24100,1222
7.0/F低層D,7.0,低層,D,25823000,21080,1225
16.0/F中層D,16.0,中層,D,27557600,22496,1225
24.0/F高層D,24.0,高層,D,29059450,23722,1225
