,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
9.0/F低層A,9.0,低層,A,14847450,15965,930,379,4,NMOS
20.0/F中層A,20.0,中層,A,9537318,15358,621,416,3,NMOS
31.0/F高層A,31.0,高層,A,16183860,17402,930,391,4,NMOS
9.0/F低層B,9.0,低層,B,6333099,15409,411,408,4,NMOS
20.0/F中層B,20.0,中層,B,15196200,16340,930,383,4,NMOS
31.0/F高層B,31.0,高層,B,10437760,16309,640,375,3,NMOS
9.0/F低層C,9.0,低層,C,9402240,14691,640,327,4,NMOS
20.0/F中層C,20.0,中層,C,6759717,16447,411,340,3,NMOS
31.0/F高層C,31.0,高層,C,6940557,16887,411,425,3,NMOS
9.0/F低層D,9.0,低層,D,9157887,14747,621,397,4,NMOS
20.0/F中層D,20.0,中層,D,9961320,15420,646,406,4,NMOS
31.0/F高層D,31.0,高層,D,9735417,15677,621,377,4,NMOS
9.0/F低層E,9.0,低層,E,6901065,15035,459,378,4,NMOS
20.0/F中層E,20.0,中層,E,7119090,15510,459,391,4,NMOS
31.0/F高層E,31.0,高層,E,7632252,16628,459,383,4,NMOS
9.0/F低層F,9.0,低層,F,6264168,14844,422,412,4,NMOS
20.0/F中層F,20.0,中層,F,6560412,15546,422,346,3,NMOS
31.0/F高層F,31.0,高層,F,6817072,16078,424,412,4,NMOS
9.0/F低層G,9.0,低層,G,6360384,15072,422,419,3,NMOS
20.0/F中層G,20.0,中層,G,6678994,15827,422,408,3,NMOS
31.0/F高層G,31.0,高層,G,7018048,16552,424,359,3,NMOS
9.0/F低層H,9.0,低層,H,6876738,14982,459,362,4,NMOS
20.0/F中層H,20.0,中層,H,9996078,15546,643,358,4,NMOS
31.0/F高層H,31.0,高層,H,10114390,15730,643,367,4,NMOS
