,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,7577724,11676,649,192,3,KYT
20.0/F中層1,20.0,中層,1,7993485,12393,645,259,4,KYT
32.0/F高層1,32.0,高層,1,8537220,13236,645,259,4,KYT
7.0/F低層10,7.0,低層,10,6975060,11510,606,202,3,KYT
20.0/F中層10,20.0,中層,10,6210894,10249,606,146,2,KYT
32.0/F高層10,32.0,高層,10,7788352,13024,598,273,4,KYT
7.0/F低層11,7.0,低層,11,6978090,11515,606,284,4,KYT
20.0/F中層11,20.0,中層,11,7302933,12111,603,330,4,KYT
32.0/F高層11,32.0,高層,11,7792990,13010,599,323,4,KYT
7.0/F低層12,7.0,低層,12,6174168,11308,546,206,3,KYT
20.0/F中層12,20.0,中層,12,6495787,12007,541,271,4,KYT
32.0/F高層12,32.0,高層,12,6893932,12814,538,270,4,KYT
7.0/F低層13,7.0,低層,13,4807530,8805,546,97,1,KYT
20.0/F中層13,20.0,中層,13,6495787,12007,541,271,4,KYT
32.0/F高層13,32.0,高層,13,6941030,12830,541,271,4,KYT
7.0/F低層14,7.0,低層,14,3376104,7708,438,84,1,KYT
20.0/F中層14,20.0,中層,14,4998585,11491,435,235,4,KYT
32.0/F高層14,32.0,高層,14,5311178,12266,433,234,4,KYT
7.0/F低層15,7.0,低層,15,3625764,8278,438,96,1,KYT
20.0/F中層15,20.0,中層,15,5019900,11540,435,273,4,KYT
32.0/F高層15,32.0,高層,15,5339756,12332,433,278,4,KYT
7.0/F低層16,7.0,低層,16,6108431,11291,541,248,3,KYT
20.0/F中層16,20.0,中層,16,6514722,12042,541,318,4,KYT
32.0/F高層16,32.0,高層,16,6913300,12850,538,312,4,KYT
7.0/F低層2,7.0,低層,2,6957486,11481,606,243,3,KYT
20.0/F中層2,20.0,中層,2,7361424,12208,603,306,4,KYT
32.0/F高層2,32.0,高層,2,7780578,13011,598,301,4,KYT
7.0/F低層3,7.0,低層,3,6975060,11510,606,202,3,KYT
20.0/F中層3,20.0,中層,3,7410168,12228,606,272,4,KYT
32.0/F高層3,32.0,高層,3,7788352,13024,598,273,4,KYT
7.0/F低層4,7.0,低層,4,6174168,11308,546,206,3,KYT
20.0/F中層4,20.0,中層,4,6495787,12007,541,271,4,KYT
32.0/F高層4,32.0,高層,4,6893932,12814,538,270,4,KYT
7.0/F低層5,7.0,低層,5,6174168,11308,546,206,3,KYT
20.0/F中層5,20.0,中層,5,6568380,12030,546,271,4,KYT
32.0/F高層5,32.0,高層,5,6893932,12814,538,270,4,KYT
7.0/F低層6,7.0,低層,6,4715946,10767,438,188,3,KYT
20.0/F中層6,20.0,中層,6,4998585,11491,435,235,4,KYT
32.0/F高層6,32.0,高層,6,5311178,12266,433,234,4,KYT
7.0/F低層7,7.0,低層,7,4326564,9878,438,294,4,KYT
20.0/F中層7,20.0,中層,7,4952910,11386,435,341,4,KYT
32.0/F高層7,32.0,高層,7,5279569,12193,433,325,4,KYT
7.0/F低層8,7.0,低層,8,6174168,11308,546,206,3,KYT
20.0/F中層8,20.0,中層,8,6495787,12007,541,271,4,KYT
32.0/F高層8,32.0,高層,8,6893932,12814,538,270,4,KYT
7.0/F低層9,7.0,低層,9,7577724,11676,649,192,3,KYT
20.0/F中層9,20.0,中層,9,7993485,12393,645,259,4,KYT
32.0/F高層9,32.0,高層,9,8456320,13213,640,260,4,KYT
