,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層4,4.0,低層,4,3892746,7678,507,73,1,KMK
4.0/F中層4,4.0,中層,4,3892746,7678,507,73,1,KMK
5.0/F高層4,5.0,高層,4,3917589,7727,507,72,1,KMK
4.0/F低層6,4.0,低層,6,3872232,7683,504,110,1,KMK
4.0/F中層6,4.0,中層,6,3872232,7683,504,110,1,KMK
5.0/F高層6,5.0,高層,6,3652103,7787,469,102,1,KMK
4.0/F低層7,4.0,低層,7,3995910,7655,522,71,1,KMK
4.0/F中層7,4.0,中層,7,3995910,7655,522,71,1,KMK
5.0/F高層7,5.0,高層,7,3217608,6164,522,150,1,KMK
4.0/F低層PORTION 2A,4.0,低層,PORTION 2A,3789384,7702,492,72,1,KMK
4.0/F中層PORTION 2A,4.0,中層,PORTION 2A,3789384,7702,492,72,1,KMK
5.0/F高層PORTION 2A,5.0,高層,PORTION 2A,3813492,7751,492,71,1,KMK
