,subjFloor,floorLv,unitNo,price,npsf,nfa
13.0/F低層A,13.0,低層,A,9869442,15114,653
22.0/F中層A,22.0,中層,A,10364416,15872,653
32.0/F高層A,32.0,高層,A,11027864,16888,653
13.0/F低層B,13.0,低層,B,6146847,18459,333
22.0/F中層B,22.0,中層,B,6592734,19798,333
32.0/F高層B,32.0,高層,B,6809517,20449,333
13.0/F低層C,13.0,低層,C,5748477,17367,331
22.0/F中層C,22.0,中層,C,6188376,18696,331
32.0/F高層C,32.0,高層,C,6330706,19126,331
13.0/F低層D,13.0,低層,D,5172816,19594,264
22.0/F中層D,22.0,中層,D,5251488,19892,264
32.0/F高層D,32.0,高層,D,5536608,20972,264
13.0/F低層E,13.0,低層,E,6094464,17216,354
22.0/F中層E,22.0,中層,E,6440676,18194,354
32.0/F高層E,32.0,高層,E,6592896,18624,354
13.0/F低層F,13.0,低層,F,4884800,17200,284
22.0/F中層F,22.0,中層,F,5286092,18613,284
32.0/F高層F,32.0,高層,F,5409064,19046,284
13.0/F低層G,13.0,低層,G,4993102,18223,274
22.0/F中層G,22.0,中層,G,5279980,19270,274
32.0/F高層G,32.0,高層,G,5597820,20430,274
13.0/F低層H,13.0,低層,H,5280354,18926,279
22.0/F中層H,22.0,中層,H,5546241,19879,279
32.0/F高層H,32.0,高層,H,5774463,20697,279
13.0/F低層J,13.0,低層,J,9063483,15873,571
22.0/F中層J,22.0,中層,J,9785227,17137,571
32.0/F高層J,32.0,高層,J,10105558,17698,571
