,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,5022795,9753,515,154,2,KMK
6.0/F中層A,6.0,中層,A,5125280,9952,515,153,2,KMK
9.0/F高層A,9.0,高層,A,4601010,8934,515,146,2,KMK
3.0/F低層B,3.0,低層,B,3405085,9329,365,186,2,KMK
6.0/F中層B,6.0,中層,B,3462025,9485,365,185,2,KMK
9.0/F高層B,9.0,高層,B,3518600,9640,365,183,2,KMK
3.0/F低層C,3.0,低層,C,4757740,8203,580,135,2,KMK
6.0/F中層C,6.0,中層,C,4840100,8345,580,135,2,KMK
9.0/F高層C,9.0,高層,C,4768560,8592,555,139,2,KMK
3.0/F低層D,3.0,低層,D,4085025,8785,465,149,2,KMK
6.0/F中層D,6.0,中層,D,4152450,8930,465,149,2,KMK
9.0/F高層D,9.0,高層,D,4067300,9140,445,149,2,KMK
3.0/F低層E,3.0,低層,E,4194240,8738,480,150,2,KMK
6.0/F中層E,6.0,中層,E,4329606,8854,489,150,2,KMK
9.0/F高層E,9.0,高層,E,4399533,8997,489,150,2,KMK
3.0/F低層F,3.0,低層,F,4130400,8605,480,253,3,KMK
6.0/F中層F,6.0,中層,F,4204320,8759,480,249,3,KMK
9.0/F高層F,9.0,高層,F,4087265,8983,455,239,3,KMK
3.0/F低層G,3.0,低層,G,4125850,8170,505,295,3,KMK
6.0/F中層G,6.0,中層,G,4197560,8312,505,300,3,KMK
9.0/F高層G,9.0,高層,G,4190670,8466,495,322,3,KMK
3.0/F低層H,3.0,低層,H,5197500,7875,660,124,2,KMK
6.0/F中層H,6.0,中層,H,5289240,8014,660,124,2,KMK
9.0/F高層H,9.0,高層,H,5158400,8320,620,129,2,KMK
3.0/F低層I,3.0,低層,I,5197500,7875,660,124,2,KMK
6.0/F中層I,6.0,中層,I,5289240,8014,660,124,2,KMK
9.0/F高層I,9.0,高層,I,5158400,8320,620,129,2,KMK
3.0/F低層J,3.0,低層,J,5197500,7875,660,124,2,KMK
6.0/F中層J,6.0,中層,J,5289240,8014,660,124,2,KMK
9.0/F高層J,9.0,高層,J,5158400,8320,620,129,2,KMK
3.0/F低層J-K,3.0,低層,J-K,,,,,,KMK
6.0/F中層J-K,6.0,中層,J-K,,,,,,KMK
9.0/F高層J-K,9.0,高層,J-K,,,,,,KMK
3.0/F低層JK,3.0,低層,JK,,,,,,KMK
6.0/F中層JK,6.0,中層,JK,,,,,,KMK
9.0/F高層JK,9.0,高層,JK,,,,,,KMK
3.0/F低層K,3.0,低層,K,5197500,7875,660,124,2,KMK
6.0/F中層K,6.0,中層,K,5289240,8014,660,124,2,KMK
9.0/F高層K,9.0,高層,K,5158400,8320,620,129,2,KMK
3.0/F低層K & J,3.0,低層,K & J,,,,,,KMK
6.0/F中層K & J,6.0,中層,K & J,,,,,,KMK
9.0/F高層K & J,9.0,高層,K & J,,,,,,KMK
