,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層C1,2.0,低層,C1,2750720,9824,280,322,4,KKT
4.0/F中層C1,4.0,中層,C1,2761080,9861,280,327,4,KKT
7.0/F高層C1,7.0,高層,C1,2801400,10005,280,333,4,KKT
2.0/F低層C10,2.0,低層,C10,2611180,10043,260,318,4,KKT
4.0/F中層C10,4.0,中層,C10,2636140,10139,260,322,4,KKT
7.0/F高層C10,7.0,高層,C10,2673840,10284,260,326,4,KKT
2.0/F低層C11,2.0,低層,C11,2695825,9803,275,306,4,KKT
4.0/F中層C11,4.0,中層,C11,2721400,9896,275,310,4,KKT
7.0/F高層C11,7.0,高層,C11,2760175,10037,275,314,4,KKT
2.0/F低層C12,2.0,低層,C12,2695825,9803,275,306,4,KKT
4.0/F中層C12,4.0,中層,C12,2721400,9896,275,310,4,KKT
7.0/F高層C12,7.0,高層,C12,2760175,10037,275,314,4,KKT
2.0/F低層C13,2.0,低層,C13,2555040,10646,240,355,3,KKT
4.0/F中層C13,4.0,中層,C13,2574480,10727,240,335,3,KKT
7.0/F高層C13,7.0,高層,C13,2612160,10884,240,336,3,KKT
2.0/F低層C14,2.0,低層,C14,3372950,9637,350,271,3,KKT
4.0/F中層C14,4.0,中層,C14,2985850,8531,350,322,5,KKT
7.0/F高層C14,7.0,高層,C14,3027850,8651,350,323,5,KKT
2.0/F低層C16,2.0,低層,C16,2974680,8263,360,310,5,KKT
4.0/F中層C16,4.0,中層,C16,3003480,8343,360,316,5,KKT
7.0/F高層C16,7.0,高層,C16,3046320,8462,360,317,5,KKT
2.0/F低層C17,2.0,低層,C17,2540760,10245,248,323,4,KKT
4.0/F中層C17,4.0,中層,C17,2564816,10342,248,327,4,KKT
7.0/F高層C17,7.0,高層,C17,2601520,10490,248,331,4,KKT
2.0/F低層C18,2.0,低層,C18,2679750,9925,270,330,4,KKT
4.0/F中層C18,4.0,中層,C18,2687310,9953,270,329,4,KKT
7.0/F高層C18,7.0,高層,C18,2725920,10096,270,332,4,KKT
2.0/F低層C19,2.0,低層,C19,2484969,10947,227,353,4,KKT
4.0/F中層C19,4.0,中層,C19,2516522,11086,227,391,4,KKT
7.0/F高層C19,7.0,高層,C19,2484742,10946,227,356,4,KKT
2.0/F低層C2,2.0,低層,C2,2540445,9885,257,342,4,KKT
4.0/F中層C2,4.0,中層,C2,2542244,9892,257,394,4,KKT
7.0/F高層C2,7.0,高層,C2,2588504,10072,257,350,4,KKT
2.0/F低層C20,2.0,低層,C20,2494052,10306,242,367,4,KKT
4.0/F中層C20,4.0,中層,C20,2517768,10404,242,372,4,KKT
7.0/F高層C20,7.0,高層,C20,2554068,10554,242,376,4,KKT
2.0/F低層C3,2.0,低層,C3,2722440,9723,280,302,4,KKT
4.0/F中層C3,4.0,中層,C3,2748200,9815,280,306,4,KKT
7.0/F高層C3,7.0,高層,C3,2787680,9956,280,310,4,KKT
2.0/F低層C4,2.0,低層,C4,2607162,9951,262,358,4,KKT
4.0/F中層C4,4.0,中層,C4,2632052,10046,262,363,4,KKT
7.0/F高層C4,7.0,高層,C4,2669780,10190,262,368,4,KKT
2.0/F低層C5,2.0,低層,C5,2722440,9723,280,302,4,KKT
4.0/F中層C5,4.0,中層,C5,2647510,10105,262,321,4,KKT
7.0/F高層C5,7.0,高層,C5,2685500,10250,262,325,4,KKT
2.0/F低層C6,2.0,低層,C6,2639930,9962,265,314,4,KKT
4.0/F中層C6,4.0,中層,C6,2665105,10057,265,318,4,KKT
7.0/F高層C6,7.0,高層,C6,2703265,10201,265,322,4,KKT
2.0/F低層C7,2.0,低層,C7,2695825,9803,275,306,4,KKT
4.0/F中層C7,4.0,中層,C7,2721400,9896,275,310,4,KKT
7.0/F高層C7,7.0,高層,C7,2760175,10037,275,314,4,KKT
2.0/F低層C8,2.0,低層,C8,2576576,10144,254,320,4,KKT
4.0/F中層C8,4.0,中層,C8,2600960,10240,254,324,4,KKT
7.0/F高層C8,7.0,高層,C8,2638298,10387,254,328,4,KKT
2.0/F低層C9,2.0,低層,C9,2695825,9803,275,306,4,KKT
4.0/F中層C9,4.0,中層,C9,2721400,9896,275,310,4,KKT
7.0/F高層C9,7.0,高層,C9,2760175,10037,275,314,4,KKT
