,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,9622620,15274,630,297,4,KHMT
14.0/F中層A,14.0,中層,A,10056690,15963,630,327,4,KHMT
21.0/F高層A,21.0,高層,A,10578960,16792,630,335,4,KHMT
7.0/F低層B,7.0,低層,B,10044237,16493,609,267,3,KHMT
14.0/F中層B,14.0,中層,B,10957128,17992,609,372,4,KHMT
21.0/F高層B,21.0,高層,B,9181284,15076,609,325,4,KHMT
7.0/F低層C,7.0,低層,C,9571035,16305,587,231,3,KHMT
14.0/F中層C,14.0,中層,C,11524038,16323,706,316,4,KHMT
21.0/F高層C,21.0,高層,C,12155908,17218,706,310,4,KHMT
7.0/F低層D,7.0,低層,D,8489892,15053,564,338,4,KHMT
14.0/F中層D,14.0,中層,D,8880744,15746,564,375,4,KHMT
21.0/F高層D,21.0,高層,D,9332508,16547,564,387,4,KHMT
7.0/F低層E,7.0,低層,E,11963476,15659,764,365,5,KHMT
14.0/F中層E,14.0,中層,E,12890972,16873,764,323,4,KHMT
21.0/F高層E,21.0,高層,E,13598436,17799,764,335,4,KHMT
7.0/F低層F,7.0,低層,F,10921344,15232,717,374,4,KHMT
14.0/F中層F,14.0,中層,F,11573097,16141,717,393,4,KHMT
21.0/F高層F,21.0,高層,F,12209793,17029,717,387,4,KHMT
7.0/F低層G,7.0,低層,G,11060442,15426,717,300,4,KHMT
14.0/F中層G,14.0,中層,G,11719365,16345,717,316,4,KHMT
21.0/F高層G,21.0,高層,G,12361797,17241,717,310,4,KHMT
7.0/F低層H,7.0,低層,H,9256904,14647,632,368,4,KHMT
14.0/F中層H,14.0,中層,H,10161928,16079,632,339,3,KHMT
21.0/F高層H,21.0,高層,H,10606224,16782,632,362,3,KHMT
