,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,6367053,13461,473,326,3,NST
14.0/F中層A,14.0,中層,A,6691058,14146,473,343,3,NST
23.0/F高層A,23.0,高層,A,6977223,14751,473,385,4,NST
5.0/F低層B,5.0,低層,B,6252587,13219,473,322,3,NST
14.0/F中層B,14.0,中層,B,6583687,13919,473,355,3,NST
23.0/F高層B,23.0,高層,B,6914314,14618,473,322,3,NST
5.0/F低層C,5.0,低層,C,6933300,12606,550,404,4,NST
14.0/F中層C,14.0,中層,C,7192350,13077,550,341,3,NST
23.0/F高層C,23.0,高層,C,7515200,13664,550,333,3,NST
5.0/F低層D,5.0,低層,D,7154950,13009,550,391,4,NST
14.0/F中層D,14.0,中層,D,7529500,13690,550,322,3,NST
23.0/F高層D,23.0,高層,D,7961954,13871,574,372,4,NST
5.0/F低層E,5.0,低層,E,6259209,13233,473,388,4,NST
14.0/F中層E,14.0,中層,E,6559564,13868,473,399,4,NST
23.0/F高層E,23.0,高層,E,6884515,14555,473,358,4,NST
5.0/F低層F,5.0,低層,F,6355314,13158,483,387,4,NST
14.0/F中層F,14.0,中層,F,6543009,13833,473,330,3,NST
23.0/F高層F,23.0,高層,F,6826809,14433,473,378,4,NST
5.0/F低層G,5.0,低層,G,7363400,13388,550,389,3,NST
14.0/F中層G,14.0,中層,G,8062978,14047,574,374,3,NST
23.0/F高層G,23.0,高層,G,8136150,14793,550,344,3,NST
5.0/F低層H,5.0,低層,H,7491550,13621,550,368,3,NST
14.0/F中層H,14.0,中層,H,7810550,14201,550,337,3,NST
23.0/F高層H,23.0,高層,H,8148250,14815,550,389,4,NST
