,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層1,6.0,低層,1,5129100,17097,300,331,3,NST
14.0/F中層1,14.0,中層,1,5181900,17273,300,394,4,NST
23.0/F高層1,23.0,高層,1,5371200,17904,300,367,4,NST
6.0/F低層2,6.0,低層,2,4648560,16602,280,419,3,NST
14.0/F中層2,14.0,中層,2,4682801,16547,283,360,3,NST
23.0/F高層2,23.0,高層,2,4860800,17360,280,344,3,NST
6.0/F低層3,6.0,低層,3,4371360,15612,280,334,3,NST
14.0/F中層3,14.0,中層,3,4504640,16088,280,322,3,NST
23.0/F高層3,23.0,高層,3,4624220,16340,283,377,4,NST
6.0/F低層4,6.0,低層,4,4669200,15564,300,380,4,NST
14.0/F中層4,14.0,中層,4,4799400,15998,300,385,4,NST
23.0/F高層4,23.0,高層,4,5095800,16986,300,367,3,NST
6.0/F低層5,6.0,低層,5,4746240,14832,320,396,3,NST
14.0/F中層5,14.0,中層,5,4772800,14915,320,398,3,NST
23.0/F高層5,23.0,高層,5,5036160,15738,320,408,3,NST
6.0/F低層6,6.0,低層,6,4895856,14571,336,399,4,NST
14.0/F中層6,14.0,中層,6,5119632,15237,336,384,3,NST
23.0/F高層6,23.0,高層,6,5302752,15782,336,374,3,NST
6.0/F低層7,6.0,低層,7,5023872,14952,336,380,4,NST
14.0/F中層7,14.0,中層,7,5074608,15103,336,383,4,NST
23.0/F高層7,23.0,高層,7,5255712,15642,336,397,4,NST
6.0/F低層8,6.0,低層,8,4882560,15258,320,380,4,NST
14.0/F中層8,14.0,中層,8,4958080,15494,320,387,4,NST
23.0/F高層8,23.0,高層,8,5218240,16307,320,325,3,NST
