,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,8022940,18658,430
20.0/F中層A,20.0,中層,A,8150650,18955,430
31.0/F高層A,31.0,高層,A,7784290,18103,430
8.0/F低層B,8.0,低層,B,10089456,17043,592
20.0/F中層B,20.0,中層,B,10511552,17756,592
31.0/F高層B,31.0,高層,B,11243264,18992,592
8.0/F低層C,8.0,低層,C,9208560,15555,592
20.0/F中層C,20.0,中層,C,10000656,16893,592
31.0/F高層C,31.0,高層,C,10618112,17936,592
8.0/F低層D,8.0,低層,D,10183584,17202,592
20.0/F中層D,20.0,中層,D,11345088,19164,592
31.0/F高層D,31.0,高層,D,11793824,19922,592
8.0/F低層E,8.0,低層,E,8263816,17074,484
20.0/F中層E,20.0,中層,E,8894952,18378,484
31.0/F高層E,31.0,高層,E,9210036,19029,484
8.0/F低層F,8.0,低層,F,7829440,18208,430
20.0/F中層F,20.0,中層,F,8330820,19374,430
31.0/F高層F,31.0,高層,F,8910460,20722,430
8.0/F低層G,8.0,低層,G,10579040,17870,592
20.0/F中層G,20.0,中層,G,11539856,19493,592
31.0/F高層G,31.0,高層,G,12176256,20568,592
8.0/F低層H,8.0,低層,H,9595728,16209,592
20.0/F中層H,20.0,中層,H,10193056,17218,592
31.0/F高層H,31.0,高層,H,12010496,20288,592
8.0/F低層J,8.0,低層,J,10198976,17228,592
20.0/F中層J,20.0,中層,J,11285888,19064,592
31.0/F高層J,31.0,高層,J,11912224,20122,592
8.0/F低層K,8.0,低層,K,8761368,18102,484
20.0/F中層K,20.0,中層,K,9125336,18854,484
31.0/F高層K,31.0,高層,K,9265212,19143,484
